,Charge Code,Description,Default CPT/HCPCS Code,2023 Primary Price
6032,98929,"OSTEOPATHIC MANIP,9-10 BODY REGN",98929,814.0
6033,50690,INJECT RETROGRADE/CONDUIT X-RAY,50690,814.0
6034,77261,RADIATION THERAPY PLAN SIMPLE,77261,813.0
6035,FQGG0101,Pr Fqg Ca Screen;pelvic/breast Exam,G0101,812.0
6036,10005,Pr Fna Bx W/us Gdn 1st Les,10005,810.0
6037,29049,"APPLY CAST,FIGURE-OF-EIGHT",29049,806.0
6038,67810,BIOPSY OF EYELID,67810,806.0
6039,G0407,Telheath inpt consult 25min,G0407,806.0
6040,93350,"ECHO HEART XTHORACIC, STRESS/REST",93350,805.0
6041,78608,BRAIN IMAGING PET METABOLIC,78608,804.0
6042,D7270,TOOTH REIMPLANTATION,D7270,803.0
6043,64445,"Pr Inj,anes Agent,sciatic Nerve",64445,803.0
6044,49423,DRAINAGE CATHETER EXCHANGE,49423,802.0
6045,78473,"GATED HEART, MULTIPLE",78473,801.0
6046,90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,90791,801.0
6047,38221,PR BONE MARROW BIOPSY(S) DX,38221,800.0
6048,78483,"HEART FIRST PASS MULTIPLE,PLANAR",78483,800.0
6049,64400,INJECTION AA&/STRD TRIGEMINAL NERVE EACH BRANCH,64400,799.0
6050,G0429,Dermal filler injection(s),G0429,799.0
6051,78491,MYOCRD IMG PET PRFUJ SINGLE STUDY REST/STRESS,78491,797.0
6052,90837,PR PSYTX W PT 60 MINUTES,90837,797.0
6053,62328,Pr Diagnostic Lumbar Spinal Puncture W/fluor Or Ct,62328,796.0
6054,FQG76802,"US, OB < 14 WKS, ADD'L FETUS",76802,794.0
6055,12014,RESUPERF WND FACE 5.1-7.5 CM,12014,794.0
6056,78459,MYOCRD IMG PET METAB EVAL SINGLE STUDY,78459,793.0
6057,12004,RESUPERF WND BODY 7.6-12.5 CM,12004,793.0
6058,64643,CHEMODENERVATION 1 EXTREMITY EA ADDL 1-4 MUSCLE,64643,792.0
6059,99348,HOME VISIT EST PT LOW-MOD SEVERITY 25 MINUTES,99348,791.0
6060,58100,BIOPSY OF UTERUS LINING,58100,791.0
6061,15221,"FULL THICK GRFT SCALP,ARM ADD 20 SQCM",15221,791.0
6062,29065,APPLY LONG ARM CAST,29065,790.0
6063,95079,INGESTION CHALLENGE TEST EACH ADDL 60 MINUTES,95079,789.0
6064,64632,DESTRUCT BY NEURO AGENT; PLANTAR DIGITAL NERVE,64632,789.0
6065,92604,"DX ANAL COCHLEAR IMP,PT >7 YRS,REPROG",92604,788.0
6066,74170,CT SCAN OF ABDOMEN COMBO,74170,786.0
6067,D3333,INTERNAL ROOT REPAIR - PERFORATION DEFECT,D3333,785.0
6068,D3920,HEMISECTION / ROOT AMP,D3920,785.0
6069,D4321,SPLINTING EXTRA CORONAL,D4321,785.0
6070,D6950,PRECISION ATTACHMENT KEYWAY ERA,D6950,785.0
6071,27093,INJECTION HIP ARTHROGRAM,27093,785.0
6072,30100,INTRANASAL BIOPSY,30100,785.0
6073,53025,"INCISION OF URETHRAL MEATUS,INFANT",53025,785.0
6074,29085,APPLY HAND/WRIST CAST,29085,783.0
6075,64417,INJECTION AA&/STRD AXILLARY NERVE,64417,783.0
6076,29740,WEDGING OF CAST,29740,780.0
6077,36660,"CATH, UMBILICAL ARTERY",36660,779.0
6078,38220,PR BONE MARROW DX ASPIRATION(S) ONLY,38220,779.0
6079,70481,CT SCAN SKULL CONTRAST,70481,779.0
6080,70491,CT NECK TISSUE CONTRAST,70491,779.0
6081,71270,PR CT THORAX DIAG W WO,71270,779.0
6082,75833,VENOGRAM RENAL BILAT,75833,779.0
6083,95908,MOTOR &/SENS 3-4 NRV CNDJ PRECONF ELTRODE LIMB,95908,779.0
6084,92612,"ENDOSCOPIC EVAL,SWALLOW,CINE/VIDEO",92612,779.0
6085,77610,HYPERTHERMIA INTERN =<5 APPL,77610,778.0
6086,95866,"EMG, NEEDLE, HEMIDIAPHRAGM",95866,778.0
6087,94621,PR CARDIOPULMONARY EXERCISE TESTING,94621,778.0
6088,96156,Pr Hlth Bhv Assmt/reassessment,96156,777.0
6089,64448,INJECTION AA&/STRD FEMORAL NERVE CONT NFS CATH,64448,777.0
6090,31575,"LARYNGOSCOPY,FLEX FIBER,DIAGNOSTIC",31575,776.0
6091,FQGG0296,Pr Fqg Visit To Determ Ldct Elig,,797.0
6092,75894,TRANSCATHETER RX EMBOLIZATN,75894,774.0
6093,96920,"LASER TX,PSORIASIS,AREA <250 SQCM",96920,774.0
6094,37253,"Pr Intravasc Us During Dx Eval/ Intervention,ea Ad",37253,771.0
6095,76941,SONO GUIDE INTRAUTER XFUSN,76941,770.0
6096,45335,"SIGMOIDOSCOPY,FLEX,W/DIR SUBMUC INJECT",45335,769.0
6097,76965,SONO GUIDE RADIOELEMT APPLIC,76965,769.0
6098,92014,"EYE EXAM, EST PATIENT,COMPREHESV",92014,769.0
6099,73221,"MRI, JOINT UPPER EXTREM",73221,768.0
6100,73721,"MRI LOWER EXTREM JT, W/O CONTRAST",73721,768.0
6101,93745,SET-UP CARDIOVERT-DEFIBRILL,93745,767.0
6102,FQGG0443,Pr Fqg Brief Face-to-face Behavioral Counsel For A,G0443,766.0
6103,FQGG0445,Pr Fqg High Inten Beh Couns Std 30m,G0445,766.0
6104,FQGG0447,Pr Fqg Behavior Counsel Obesity 15 Min,G0447,766.0
6105,78709,"RENAL FLOW/FUNCT IMAGE,COMBO,PHARM",78709,765.0
6106,64488,TAP BLOCK BILATERAL BY INJECTION(S),64488,765.0
6107,64634,DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA,64634,765.0
6108,50431,NJX PX ANTEGRDE NFROSGRM &/URTRGRM EXSTNG ACESS,50431,765.0
6109,11951,FILL CONTOUR DEFCT 1.1-5CC,11951,764.0
6110,64420,INJECTION AA&/STRD INTERCOSTAL NRV SINGLE LVL,64420,764.0
6111,73218,"MRI, UPPER EXTREMITY W/O CONTRAST",73218,763.0
6112,24220,INJECTION FOR ELBOW ARTHROGRAM,24220,762.0
6113,91010,"ESOPHAGEAL MOTILITY STUDY, MANOMETRY",91010,759.0
6114,72270,MYELOGRAPHY OF ENTIRE SPINE,72270,759.0
6115,D7240,EXTRACTION IMPACTED - FULL BONY,D7240,757.0
6116,70540,"MRI, FACE, NECK",70540,757.0
6117,73718,"MRI, LOWER EXTREM",73718,757.0
6118,78451,MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS,78451,757.0
6119,92614,"ENDOSCOP EVAL,LARYNG SENS TEST,CINE/VID",92614,756.0
6120,75887,PERCUT XHEPATIC PORTOGRAM,75887,754.0
6121,32561,"INSTILL VIA CHEST TUBE AGENT FOR FIBRINOLYSIS, 1ST",32561,754.0
6122,99325,DOMICIL/REST HOME NEW PT VISIT MOD SEVER 30 MIN,99325,753.0
6123,46604,"ANOSCOPY,W/DILATION",46604,752.0
6124,80505,PR PATH CLIN CONSLTJ HIGH 41-60,80505,750.0
6125,75885,PERCUT XHEPATIC PORTO+DYNAMIC,75885,750.0
6126,31654,PR BRONCH EBUS IVNTJ PERPH LES,31654,750.0
6127,78454,MYOCARDIAL PERFUSION PLANAR MULTIPLE STUDIES,78454,749.0
6128,11307,SHAV SKIN LES 1.1-2.0 CM REMAINDER BODY,11307,749.0
6129,20700,Pr Manual Prep And Insertion Deep Drug Delivery De,20700,749.0
6130,FQGG0118,Pr Fqg Glaucoma Scrn Hgh Risk Direc,G0118,749.0
6131,31649,BRNCHSC OCCLUSION&INSERT BRONCH VALVE ADDL LOBE,31649,749.0
6132,20527,INJECTION ENZYME PALMAR FASCIAL CORD,20527,748.0
6133,90389,"TETANUS IG, IM",90389,711.0
6134,99342,HOME VISIT NEW PATIENT MOD SEVERITY 30 MINUTES,99342,747.0
6135,79300,"NUCLEAR THERAPY, INTERSTITIAL",79300,747.0
6136,51610,INJECT FOR RETROGRADE URETHOCYSTO,51610,747.0
6137,88331,"PATH CONSULT IN SURG,W FRZ SEC",88331,743.0
6138,Z4300,Pr Non Md/case Conf Coord,Z4300,743.0
6139,Z4305,Pr Md/case Conf Coord,Z4305,743.0
6140,19100,"BIOPSY OF BREAST, NEEDLE CORE",19100,743.0
6141,88333,"INTRAOPERATIVE CYTO PATH CONSULT, INITIAL SITE",88333,742.0
6142,49450,REPLACE GASTROSTOMY/CECOSTOMY TUBE PERCUTANEOUS,49450,740.0
6143,99214,PR LEVEL 4 EST PATIENT 30-39 MIN,99214,738.0
6144,FQG99242,OFFICE CONSULTATION NEW PATIENT 30 MIN,99242,738.0
6145,FQG99242E,OFFICE CONSULTATION NEW/ESTAB PATIENT 30 MIN,99242,738.0
6146,11311,"SHAV SKIN LES 0.6-1.0 CM FACE,FACIAL",11311,738.0
6147,36580,"REPLACE CV CATH, COMPLETE, NON-TUNNELED, W/O SUBQ",36580,737.0
6148,46614,"ANOSCOPY,W/CONTROL,BLEEDING",46614,737.0
6149,58301,REMOVE INTRAUTERINE DEVICE,58301,737.0
6150,88188,"FLOWCYTOMETRY/READ, 9-15 MARKERS",88188,736.0
6151,54240,PENILE PLETHYSMOGRAPHY,54240,736.0
6152,94005,"VENT MANAGEMENT, HOME, > 30 MIN",94005,734.0
6153,94003,"VENT MANAGEMENT, INPATIENT, SUBSEQ DAY",94003,732.0
6154,19288,PERQ BREAST LOC DEVICE PLACEMT ADD LESIO MR GUID,19288,731.0
6155,69105,BIOPSY OF EXT AUDITORY CANAL,69105,730.0
6156,57100,"BIOPSY OF VAGINA,SIMPLE",57100,730.0
6157,95868,"EMG, NEEDLE, HEAD OR NECK",95868,729.0
6158,92312,"CONTACT LENS FIT,APHAKIA BILAT",92312,728.0
6159,31231,"NASAL ENDOSCOPY,DX",31231,727.0
6160,29075,APPLY FOREARM CAST,29075,726.0
6161,64447,"Pr Inj,anes Agent,femoral Nerve",64447,726.0
6162,93303,"ECHO XTHORACIC,CONG ANOM,COMPLETE",93303,720.0
6163,70480,"CT SCAN,ORBIT/SELLA/POST FOSSA/EAR,W/O",70480,720.0
6164,70490,"CT SCAN,SOFT TISSUE NECK,W/O CONTRAST",70490,720.0
6165,92625,TINNITUS ASSESSMENT,92625,720.0
6166,53605,"DIL URETHRA STRIC,MALE,GEN ANESTH",53605,720.0
6167,75733,ANGIO ADRENAL BILAT SELECT,75733,719.0
6168,D1999,PR UNSPECIFIED PREVENTIVE PROC,D1999,718.0
6169,99409,ALCOHOL/SUBSTANCE SCREEN & INTERVEN >30 MIN,99409,716.0
6170,93284,"PROGRAM EVAL (IN PERSON) IMPLANT DEVICE,CARDVERT/D",93284,716.0
6171,42550,INJECTION FOR SALIVARY X-RAY,42550,716.0
6172,70470,CT SCAN HEAD COMBO,70470,716.0
6173,70488,CT SCANS FACE/JAW COMBO,70488,716.0
6174,74160,CT SCAN OF ABDOMEN CONTRAST,74160,716.0
6175,G0397,Alcohol/subs Interv >30 Min,G0397,716.0
6176,53600,"DIL URETHRA STRIC,MALE,INITIAL",53600,716.0
6177,76510,"US, EYE, B-SCAN & QUANT A-SCAN",76510,715.0
6178,D0150,COMPREHENSIVE ORAL EXAM,D0150,714.0
6179,99157,MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS,99157,713.0
6180,72133,CT SCAN LUMBAR SP COMBO,72133,713.0
6181,72127,CT SCAN CERV SP COMBO,72127,712.0
6182,72130,CT SCAN DORSAL SP COMBO,72130,712.0
6183,69424,VENT TUBE REMVL REQ GEN ANESTHESIA,69424,711.0
6184,77011,CT GUIDANCE STEREOTACTIC LOCALIZATION,77011,710.0
6185,92977,"THROMBOLYSIS,CORONARY,IV INFUSN",92977,709.0
6186,99403,"PREVENT COUNSEL,INDIV,45 MIN",99403,709.0
6187,64415,"Pr Inj,anes Agent,brachial Plexus",64415,709.0
6188,64487,TAP BLOCK UNILATERAL BY CONTINUOUS INFUSION(S),64487,709.0
6189,FQG96139,Pr Fqg Psycl/nrpsyc Tst Tech Ea Addl 30 Min,96139,707.0
6190,31633,BRONCHOSCOPY/NEEDLE BX ADD'L,31633,708.0
6191,99255,"INITIAL INPATIENT CONSULT,LEVL V",99255,707.0
6192,11302,"SHAV SKIN LES 1.1-2.0 CM TRUNK,ARM,LEG",11302,707.0
6193,99203,PR LEVEL 3 NEW PATIENT 30-44 MIN,99203,706.0
6194,93980,"PENILE VASCULAR STUDY,COMPLETE",93980,701.0
6195,99340,"DOMICIL/REST-HOME CARE SUPERVISION, =>30 MIN",99340,701.0
6196,75741,ANGIO PULMON UNILAT SELECT,75741,701.0
6197,11755,"BIOPSY, NAIL UNIT (SEP PROC)",11755,701.0
6198,64480,INJECT ANES/STEROID FORAMEN CERV/THORACIC W IMG GU,64480,701.0
6199,71260,PR CT THORAX DIAG W CON,71260,700.0
6200,11042,"DEBRIDEMENT, SKIN, SUB-Q TISSUE,=<20 SQ CM",11042,700.0
6201,90838,PR PSYTX W PT W E/M 60 MIN,90838,700.0
6202,99315,"NURSING FAC DISCHRGE DAY,1-30 MIN",99315,699.0
6203,99461,"INITIAL NORMAL NEWBORN CARE, EXCEPT HOSPITAL OR BI",99461,699.0
6204,93572,"HEART FLOW RESERV MEASURE,ADDN VESSL",93572,698.0
6205,G0117,GLAUCOMA SCRN HGH RISK DIREC,G0117,698.0
6206,43755,"GASTRIC INTUBATION/ASPIRATION, DIAGNOSTIC, MULTIPL",43755,697.0
6207,99217,OBSERVATION CARE DISCHARGE,99217,695.0
6208,99238,"HOSPITAL DISCHARGE DAY,<30 MIN",99238,695.0
6209,64454,INJECTION AA&/STRD GENICULAR NRV BRANCHES W/IMG,64454,695.0
6210,95807,"SLEEP STUDY, ATTENDED, RECORD HR,O2 SAT,RESP FLOW,",95807,695.0
6211,77334,PR TX DEVICES COMPLEX,77334,692.0
6212,29405,APPLY SHORT LEG CAST,29405,692.0
6213,94014,"SPIROMETRIC RECORD,PT INIT,30DY",94014,692.0
6214,D2710,CROWN - ACRYLIC,D2710,689.0
6215,72126,CT SCAN CERV SPINE CONTRAST,72126,689.0
6216,72129,CT SCAN DORSAL SP CONTRAST,72129,689.0
6217,72132,CT SCAN LUMBAR SP CONTRAST,72132,689.0
6218,73202,CT SCAN OF ARM COMBO,73202,689.0
6219,77789,PR APPLY SURF LDR RADIONUCLIDE,77789,689.0
6220,94619,PR EXERCISE TST BRNCSPSM WO ECG,94619,689.0
6221,64451,PR INJ AA&/STRD NERVES NRVTG SI JOINT W/IMG,64451,687.0
6222,10008,Pr Fna Bx W/fluor Gdn Ea Addl,10008,684.0
6223,11106,Pr Incal Bx Skn Single Les,11106,684.0
6224,64492,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CE",64492,684.0
6225,36597,REPOSITION VENOUS CATHETER,36597,683.0
6226,99225,"SUBSEQUENT OBSERVATION CARE,LEVEL II",99225,683.0
6227,72194,CT SCAN OF PELVIS COMBO,72194,683.0
6228,73702,CT SCAN OF LEG COMBO,73702,683.0
6229,93616,ESOPHAGEAL RECORDING ATRIA+PACING,93616,681.0
6230,93893,"TRANSCRAN DOPP INTRACRAN, EMBOLI W/INJ",93893,680.0
6231,75870,VENOGRAM SUPER SAG SINUS,75870,680.0
6232,67500,"RETROBULBAR INJECT,MEDICATN",67500,680.0
6233,42650,DILATION OF SALIVARY DUCT,42650,679.0
6234,99232,"SUBSEQUENT HOSPITAL CARE,LEVL II",99232,679.0
6235,95875,"ISCHEM LIMB EXERCIS,MUSCLE METABOLITE(S)",95875,679.0
6236,30200,INJECTION INTO TURBINATE,30200,678.0
6237,76813,"US,PREG UTER,NUCHAL MEAS, 1ST TRIMEST, SINGLETON",76813,677.0
6238,20611,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,20611,677.0
6239,70010,MYELOGRAPHY POST FOSSA,70010,676.0
6240,70544,"MR ANGIO, HEAD",70544,676.0
6241,70545,"MR ANGIO, HEAD W/CONTRAST",70545,676.0
6242,70547,"MR ANGIO, NECK",70547,676.0
6243,20206,"NEEDLE BIOPSY,MUSCLE",20206,675.0
6244,93892,"TRANSCRAN DOPP INTRACRAN, EMBOLI W/O INJ",93892,674.0
6245,72285,"X-RAY,C/T,DISK,SUPERV/INTERPRET",72285,674.0
6246,64491,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,CE",64491,674.0
6247,52442,CYSTO INSERTION TRANSPROSTATIC IMPLANT EA ADDL,52442,674.0
6248,76998,"ULTRASONIC GUIDANCE, INTRAOPERATIVE",76998,673.0
6249,64636,DSTR NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL,64636,673.0
6250,36584,PR RPLC COMP TUNN PICC WO PORT/PMP INCL IMAG,36584,672.0
6251,93784,AMBULATORY BP MNTR W/SW 24 HR+ REC SCAN ALYS I&R,93784,672.0
6252,99380,"NURSING FAC CARE SUPERVN,30+ MIN",99380,672.0
6253,70015,"CISTERNOGRAPHY,POS CONTRAST",70015,672.0
6254,74150,"CT SCAN,ABDOMEN,W/O CONTRAST",74150,672.0
6255,74235,REMOVE ESOPHAGUS OBSTRUCTION,74235,672.0
6256,32562,"INSTILL VIA CHEST TUBE AGENT FOR FIBRINOLYSIS, SUB",32562,672.0
6257,90847,PR FAMILY PSYTX W/PT 50 MIN,90847,671.0
6258,D0145,ORAL EVAL PT<3Y CONSULT W CAREGIVR,D0145,670.0
6259,95805,MULTIPLE SLEEP LATENCY TEST,95805,669.0
6260,98928,"OSTEOPATHIC MANIP,7-8 BODY REGN",98928,669.0
6261,95822,"EEG,COMA/SLEEP RECORD ONLY",95822,668.0
6262,99244,PR OFFICE CONSULTATION NEW/EST PATIENT 60 MIN,99244,666.0
6263,99244E,OFFICE CONSULTATION ESTAB PATIENT 60 MIN,99244,666.0
6264,75803,LYMPHANGIO EXTREM BILAT,75803,664.0
6265,78708,"RENAL FLOW/FUNCT IMAGE,PHARM RX",78708,664.0
6266,58340,CATH/INJECT HYSTEROSALPINGOGRAM,58340,663.0
6267,94644,"CONTINUOUS INHALATION TX, 1ST HR",94644,663.0
6268,56605,"BIOPSY VULVA/PERINEUM,ONE LESN",56605,662.0
6269,95812,"EEG,EXTENDED MONITORING,41-60 MINUTES",95812,662.0
6270,95816,"EEG,W/AWAKE & DROWSY RECORD",95816,662.0
6271,95819,"EEG,W/AWAKE & ASLEEP RECORD",95819,662.0
6272,44380,"ILEOSCOPY THRU STOMA,DIAGNOSTIC",44380,660.0
6273,78071,PARATHYROID PLANAR IMAGING W/WO SUBTRACTION,78071,660.0
6274,10040,ACNE SURGERY OF SKIN ABSCESS,10040,659.0
6275,99308,SBSQ NURSING FACIL CARE/DAY MINOR COMPLJ 15 MIN,99308,659.0
6276,93283,"PROGRAM EVAL (IN PERSON) IMPLANT DEVICE,CARDVERT/D",93283,657.0
6277,68850,INJECTION FOR TEAR SAC X-RAY,68850,657.0
6278,71250,PR CT THORAX DIAG WO,71250,656.0
6279,72193,CT SCAN OF PELVIS CONTRAST,72193,656.0
6280,73201,CT SCAN OF ARM CONTRAST,73201,656.0
6281,73701,CT SCAN OF LEG CONTRAST,73701,656.0
6282,78195,LYMPHATICS & LYMPH GLANDS IMAGING,78195,656.0
6283,D4381,ATRIDOX,D4381,655.0
6284,45330,"SIGMOIDOSCOPY,DIAGNOSTIC",45330,655.0
6285,78494,"HEART IMAGE, SPECT",78494,655.0
6286,G0104,CA SCREEN;FLEXI SIGMOIDSCOPE,G0104,655.0
6287,91038,"GERD TST W/ MUCOS IMPEDE ELECTROD,>1HR",91038,654.0
6288,93564,INJECT SELECT COR/GRAFT ANGIO DURING CONGENITAL HE,93564,653.0
6289,77285,SET RADN THERAPY FIELD INTERME,77285,653.0
6290,29425,"APPLY SHORT LEG CAST,WALKER",29425,652.0
6291,96113,Pr Devel Tst Phys/qhp Ea Addl,96113,651.0
6292,79999,"NUCLEAR THERAPY, UNLISTED",79999,648.0
6293,92242,PR FLUORESCEIN ICG ANGIOGRAPHY,92242,648.0
6294,93024,CARDIAC DRUG STRESS TEST,93024,646.0
6295,20526,INJECT CARPAL TUNNEL,20526,646.0
6296,75989,"RAD GUIDED,PERCUT DRAINAGE,W/CATH PLACE",75989,645.0
6297,90846,PR FAMILY PSYTX W/O PT 50 MIN,90846,645.0
6298,61070,BRAIN SHUNT TUBE/RESERV INJECTN,61070,645.0
6299,75731,ANGIO ADRENAL UNILAT SELECT,75731,644.0
6300,75840,VENOGRAM ADRENAL UNILAT,75840,644.0
6301,75872,VENOGRAM EPIDURAL,75872,644.0
6302,54450,PREPUTIAL STRETCHING,54450,644.0
6303,D5750,RELINE MAXILLARY DENTURE - LAB,D5750,643.0
6304,D5751,RELINE MANDIBULAR DENTURE - LAB,D5751,643.0
6305,17000,"DESTRUC BENIGN/PREMAL,FIRST LESION",17000,643.0
6306,G0108,DIAB MANAGE TRN  PER INDIV,G0108,643.0
6307,76800,"US, SPINAL CANAL & CONTENTS",76800,641.0
6308,70460,CT SCAN HEAD CONTRAST,70460,639.0
6309,92583,SELECT PICTURE AUDIOMETRY,92583,639.0
6310,80336,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 3-5,80336,637.0
6311,93975,"DUPLEX ABD/PEL VASC STUDY,COMPLETE",93975,636.0
6312,42400,"BIOPSY SALIVARY GLAND,NEEDLE",42400,636.0
6313,FQG99402,"PREVENT COUNSEL,INDIV,30 MIN",99402,636.0
6314,58322,"ARTIF INSEMINATION,INTRA-UTERINE",58322,636.0
6315,16020,DRESS/DEBRID SMALL BURN NO ANES,16020,636.0
6316,65778,PLACE AMNIOTIC MEMBRA OCULAR SURFACE W/O SUTURES,65778,636.0
6317,12002,RESUP NPTERF WND BODY 2.6-7.5 CM,12002,635.0
6318,64418,INJECTION AA&/STRD SUPRASCAPULAR NERVE,64418,635.0
6319,70487,"CT SCAN, FACE/JAW CONTRAST",70487,634.0
6320,G0180,MD CERTIFICATION HHA PATIENT,G0180,633.0
6321,G0337,Hospice evaluation preelecti,G0337,633.0
6322,93563,INJECT SELECT COR ANGIO DURING CONGENITAL HEART CA,93563,630.0
6323,92311,"CONTACT LENS FIT,APHAKIA UNILAT",92311,630.0
6324,36680,"INSERT NEEDLE,INTRAOSSEOUS INFUSN",36680,629.0
6325,74445,X-RAY PENIS,74445,628.0
6326,97763,ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,97763,628.0
6327,76391,Pr Mr Elastography,76391,627.0
6328,15278,SUB GRFT F/S/N/H/F/G/M/D />100SCM ADL 100SCM,15278,627.0
6329,75807,LYMPHANGIO ABD/PELV BILAT,75807,626.0
6330,92608,"EVAL,SPEECH-GEN AUG/ALT COMM DEV,ADDL 30",92608,626.0
6331,D0120,PERIODIC ORAL EXAM,D0120,625.0
6332,Z1038,Pr Post Partum Visit*,Z1038,625.0
6333,11730,REMOVAL OF NAIL PLATE,11730,625.0
6334,Z1034,Pr Prenatal Exam High Risk*,Z1034,625.0
6335,FQG96138,Pr Fqg Psycl/nrpsyc Tech 1st 30 Min,96138,622.0
6336,95955,EEG DURING SURGERY,95955,622.0
6337,51792,URINARY REFLEX STUDY,51792,622.0
6338,10021,PR FINE NEEDLE ASP;W/O IMAGING GUIDANCE INITIAL,10021,621.0
6339,11980,"IMPLANT,HORMONE,SUBCUTANEOUS",11980,621.0
6340,D7230,EXTRACTION IMPACTED - PART BONY,D7230,620.0
6341,75746,ANGIO PULMON BILAT NONSELEC,75746,620.0
6342,75860,VENOGRAM SINUS/JUGULAR,75860,620.0
6343,77071,X-RAY STRESS VIEW,77071,618.0
6344,Z0106,Pr Mcal Category Iii Nicu/picu Loc,z0106,588.0
6345,95056,PHOTOSENSITIVITY TESTS,95056,617.0
6346,99424,PR PRIN CARE MGMT PHYS 1ST 30,99424,617.0
6347,12013,RESUPERF WND FACE 2.6-5 CM,12013,616.0
6348,95907,MOTOR &/SENS 1-2 NRV CNDJ PRECONF ELTRODE LIMB,95907,616.0
6349,94610,SURFACTANT ADMIN THRU ET TUBE,94610,616.0
6350,75891,VENOGRAM HEPATIC,75891,615.0
6351,30901,"CTRL NOSEBLEED,ANTER,SIMPLE",30901,615.0
6352,72192,"CT SCAN,PELVIS,W/O CONTRAST",72192,614.0
6353,75756,ANGIO INTERN MAMMARY,75756,611.0
6354,64486,TAP BLOCK UNILATERAL BY INJECTION(S),64486,611.0
6355,75605,ANGIO AORTOGRAM THOR SERIAL,75605,609.0
6356,75726,ANGIO VISCERAL SELECTV/SUBSELEC,75726,607.0
6357,11046,"DEBRIDEMENT, SKIN, SUB-Q TISSUE,MUSCLE,EACH ADD 20",11046,607.0
6358,29086,"APPLY CAST,FINGER (CONTRACTURE)",29086,607.0
6359,65222,"REMV F.B.,EYE,CORNEA,SLIT LAMP",65222,607.0
6360,53601,"DIL URETHRA STRIC,MALE,SUBSEQ",53601,607.0
6361,92562,LOUDNESS BALANCE TEST,92562,606.0
6362,36510,"CATH, VEIN UMBILICAL NEWBORN",36510,605.0
6363,75827,VENOGRAM SUPER VENA CAVA,75827,605.0
6364,75889,VENOGRAM HEPATIC W HEMODYNAMICS,75889,605.0
6365,50389,REMOVE RENAL TUBE W/FLUORO,50389,604.0
6366,76818,FETAL BIOPHYSICAL PROFILE,76818,603.0
6367,72125,"CT SCAN,CERVICAL SPINE,W/O CONTRAST",72125,602.0
6368,11301,"SHAV SKIN LES 0.6-1.0 CM TRUNK,ARM,LEG",11301,602.0
6369,75736,ANGIO PELVIS,75736,601.0
6370,75831,VENOGRAM RENAL UNILAT,75831,601.0
6371,95977,Pr Alys Cplx Cn Npgt Prgrmg,95977,601.0
6372,75825,VENOGRAM INFER VENA CAVA,75825,600.0
6373,12011,RESUPERF WND FACE <2.5 CM,12011,599.0
6374,D4910,Pr Periodontal Maintenance,D4910,597.0
6375,43756,"DUODENAL INTUBATION/ASPIRATION, DIAGNOSTIC, 1 SPEC",43756,597.0
6376,91111,ESOPHAGEAL CAPSULE ENDOSCOPY,91111,597.0
6377,75625,ANGIO AORTOGRAM ABD SERIAL,75625,596.0
6378,17315,"MOHS SURG, ADDL BLOCK",17315,596.0
6379,78266,GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY,78266,595.0
6380,95860,"EMG, NEEDLE, ONE LIMB",95860,595.0
6381,29505,APPLY LONG LEG SPLINT,29505,593.0
6382,51705,"CHANGE OF BLADDER TUBE,SIMPLE",51705,593.0
6383,20606,ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US,20606,592.0
6384,64495,"INJ DX/THER AGNT PARAVERT FACET JOINT,IMG GUIDE,LU",64495,592.0
6385,78582,PULMONARY VENTILATION & PERFUSION IMAGING,78582,591.0
6386,FQG99212,PR FQG LEVEL 2 EST PATIENT 10-19 MIN,99212,590.0
6387,50684,"INJECT INDWELL CATH,URETER X-RAY",50684,590.0
6388,93598,PR CAR OUTP MEAS DRG CATH CHD,93598,589.0
6389,FQG99201,"OFFICE/OUTPT VISIT,NEW,LEVL I",99201,589.0
6390,86077,"PHYS BLD BANK SERV,DIFF XMTCH",86077,588.0
6391,86078,"PHYS BLD BANK SERV,XFUSN RX",86078,588.0
6392,86079,"PHYS BLD BANK SERV,DEV STD",86079,588.0
6393,27648,INJECTION FOR ANKLE ARTHROGRAM,27648,588.0
6394,97760,PR ORTHOTIC MGMT & TRAIN EXTREMITY(S) EA 15MIN,97760,588.0
6395,64484,INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG GU,64484,587.0
6396,92325,MODIFICATION OF CONTACT LENS,92325,587.0
6397,78804,RP LOCLZJ TUM PLNR WHOLE BODY 2+ DAYS IMAGING,78804,586.0
6398,20974,ELECT BONE STIM NONINVASIVE,20974,585.0
