,"CDM
Number",CODE DESCRIPTION,CPT CODE,REVENUE CDE,CHARGE
4359,4006268,IR BILE DUCT DIL WWO STNT,74363,320,6035.0
4360,4012530,IR BIOPSY TRANSCATHETER  ,75970,320,5916.0
4361,4019908,IR CTH PLC ABD/PEL/3RDBIL,            ,361,2496.0
4362,4013306,IR DILATE URETER/URETHRA ,74485,320,4581.0
4363,4006300,IR DISKOGRAM C/T SPINE   ,72285,320,5093.0
4364,4006367,IR DISKOGRAM LUMBAR SPINE,72295,320,5093.0
4365,4012472,IR ENTEROCLYSIS TUBE PERC,74355,320,3172.0
4366,4013231,IR FLUOR GUIDE CATH DRAIN,75989,320,4441.0
4367,4005633,IR FLUORO CVAD PL/RPL/REM,77001,320,3004.0
4368,4007464,IR FLUORO GUIDE NDL PLCMT,77002,320,3873.0
4369,4007498,IR FLUORO GUIDE NDL PLCMT,77002,320,3873.0
4370,4013355,IR FLUORO GUIDE NDL PLCMT,77002,320,3873.0
4371,4006839,IR FLUORO NDL LOCAL SPINE,77003,320,2992.0
4372,4006862,IR FLUORO NDL LOCAL SPINE,77003,320,2992.0
4373,4009007,IR GI TUBE LONG INTRO    ,74340,320,1571.0
4374,4012506,IR INTRALUMINL STRICT DIL,74360,320,4604.0
4375,4006276,IR MYELOGRAM 2 OR>REGIONS,72270,320,3944.0
4376,4006185,IR MYELOGRAM THORACIC    ,72255,320,1666.0
4377,4019934,IR RADIO RX THPY IA Y90  ,79445,342,952.0
4378,4009577,IR RENAL CYST STDY TRANSL,74470,320,957.0
4379,4013538,IR SINUS TRACT/FIST/ABSC ,76080,320,1319.0
4380,4001016,IR SP PUN LUM W FLR OR CT,            ,361,4142.0
4381,4001018,IR SP THR DRN CSF/FL-CT  ,            ,361,3764.0
4382,4013249,IR TRANSCATH THRPY EMBOLZ,75894,320,12567.0
4383,4006110,IR TRNSCTH ANG EXIST CATH,75898,320,5738.0
4384,4013207,IR TUBE/CATH CHANGE W CON,75984,320,2580.0
4385,4014718,IR UROGRAM ANTEGRADE LT  ,74425LT     ,320,4239.0
4386,4014692,IR UROGRAM ANTEGRADE RT  ,74425RT     ,320,4239.0
4387,4019899,IR VENACAVAGRAM INFERIOR ,75825,320,9074.0
4388,4000766,IR VENACAVAGRAM SUPERIOR ,75827,320,2903.0
4389,4011979,IR VENOGRAM EXTREMITY BIL,75822,320,2344.0
4390,4003596,IR VENOGRAM EXTREMITY LT ,75820LT     ,320,1875.0
4391,4003562,IR VENOGRAM EXTREMITY RT ,75820RT     ,320,1875.0
4392,4012092,IR VENOGRAM RENAL BIL    ,75833,320,5793.0
4393,4003653,IR VENOGRAM RENAL LT     ,75831LT     ,320,4855.0
4394,4003620,IR VENOGRAM RENAL RT     ,75831RT     ,320,4855.0
4395,4012456,IR VENOUS SAMPLE WWO ANG ,75893,320,10620.0
4396,4000734,IVUS NON CORON W IMAG INI,            ,360,9553.0
4397,4011805,JEJUNOSTMY TUBE REPL PERC,            ,361,3018.0
4398,4020197,LYMPHANGIOGRAM INJ       ,            ,361,3400.0
4399,4013827,MOD SED =>5Y 1ST 15 OTHMD,99156,371,424.0
4400,4014544,MOD SEDAT =>5YRS 1ST 15M ,99152,371,424.0
4401,4005245,MOD SEDAT ADD 15M OTH MD ,99157,371,731.0
4402,4014569,MODERATE SEDAT ADD 15MIN ,99153,371,393.0
4403,4013520,MYELOGRA LUMBOS W INJ LUM,            ,361,1870.0
4404,4012613,NEPHRO TB REMOVE W FLUORO,            ,361,2061.0
4405,4010971,NEPHROSTOLITHOTM/PYEL<2CM,            ,361,15805.0
4406,4011003,NEPHROSTOLITHOTM/PYEL>2CM,            ,361,15805.0
4407,4013223,OCC/EMB HEMORRHAG/LYMPH  ,            ,360,39942.0
4408,4011276,OCC/EMB NON HEMORR ART   ,            ,360,43402.0
4409,4010856,OCC/EMB NON HEMORR VENOUS,            ,360,42299.0
4410,4010880,OCC/EMB TUMOR/ORGAN INFAR,            ,360,42299.0
4411,4010435,OCCLUSIVE DEVICE ART/VEIN,G0269       ,361,1845.0
4412,4012597,OCCLUSON/EMBOLIZ CNS PERM,            ,360,50309.0
4413,4011995,PARACENTESIS ABD WO IMAG ,            ,361,1522.0
4414,4012316,PARACENTSIS ABD W IMAGING,            ,361,5434.0
4415,4010724,PERITN-VEN SHUNT EVAL INJ,            ,361,535.0
4416,4011300,PERITONEAL LAVAGE        ,            ,361,2331.0
4417,4010914,PERITONEL CAV AIR/CON INJ,            ,361,666.0
4418,4012829,PLACE NG/OG TUBE PHY SKIL,            ,361,638.0
4419,4014205,PLC BILI DRN CTH EXT IMAG,            ,361,11885.0
4420,4013793,PLC BILI DRN CTH INT-EXT ,            ,361,8019.0
4421,4014213,PLC NEPHR CATH IMG NW UNI,            ,361,6826.0
4422,4013157,PLC NEPHRO CTH W IMG UNI ,            ,361,5210.0
4423,4014239,PLC STENT BILE DUCT EXIST,            ,361,18558.0
4424,4014817,PLC URET STNT PRE EXST UN,            ,361,9305.0
4425,4014833,PLC URET STNT PRE EXST UN,            ,361,9305.0
4426,4014866,PLC URETER STNT PRE EX BI,            ,361,13958.0
4427,4012977,PSEUDOANEURY TX EXTRM INJ,            ,361,729.0
4428,4010310,PUNCT SPNL THRP DRNG CSF ,            ,361,1354.0
4429,4010286,PUNCTURE SPINAL LUMBAR DX,            ,361,1490.0
4430,4014189,REM BILI DRN CTH W FLUORO,            ,361,2905.0
4431,4020408,REM CALCULI BILI DUCT/GB ,            ,361,8156.0
4432,4010799,REM INTRALUM MATERL CVDEV,            ,361,4066.0
4433,4011177,REM PERICATH MATER CV DEV,            ,361,7362.0
4434,4020409,REM PERM PERITONEAL CATH ,            ,361,10820.0
4435,4011151,REM REP NEPHROURE CTH EXT,            ,361,6247.0
4436,4010633,REM TUN CV CATH WO PORT/P,            ,361,1608.0
4437,4010906,REM TUN CVA DEV W PORT/P ,            ,361,2923.0
4438,4011623,REM TUNNEL PLEURAL CATH  ,            ,361,1856.0
4439,4012886,RENAL CYST ASP/INJ PERC  ,            ,361,2900.0
4440,4011094,RENAL TISSUE ABLAT PERC  ,            ,361,380.0
4441,4014247,REPAIR CV CATH WO PUM/POR,            ,361,2840.0
4442,4012225,REPAIR CVAD W PORT OR PMP,            ,361,3252.0
4443,4014759,REPL CVAD W PORT PERIPH  ,            ,361,9256.0
4444,4010369,REPL PICC WO PORT W GDE  ,            ,361,3252.0
4445,4012761,REPL TUN CV CATH WO PORT ,            ,361,7362.0
4446,4013041,REPL TUN CVAD W PORT CV  ,            ,361,11412.0
4447,4012498,REPLACE CATH ONLY CVAD W ,            ,361,7362.0
4448,4016135,REPLC GASTRO TBE NO REVIS,            ,361,664.0
4449,4016036,REPLC GASTRO TBE REVIS GT,            ,360,800.0
4450,4014726,REPOS PERIT DIALYSIS CATH,            ,361,2905.0
4451,4012803,REPOSITION CV CATH W FLUR,            ,361,2641.0
4452,4014429,RESIDUAL UA POST US WO   ,            ,361,227.0
4453,4012522,RETR IVC FILTER ENDOVAS  ,            ,361,18455.0
4454,4012175,REVAS FEM POP ATHERECTOMY,            ,360,40893.0
4455,4015558,REVAS FEM POP STENT ATHER,            ,360,31583.0
4456,4010393,REVAS FEM POP TRANS ANGIO,            ,360,8580.0
4457,4010666,REVAS FEMORAL POPLT STENT,            ,360,18256.0
4458,4013066,REVAS ILIAC STENT INI VES,            ,360,8599.0
4459,4000735,REVAS ILIAC TRNS ANG INI ,            ,360,9115.0
4460,4012712,REVAS IPSIL ILI STENT ADD,            ,360,17800.0
4461,4010930,REVAS TIBIAL PERN ANG INI,            ,360,8599.0
4462,4015525,RPR AOR ENVS BI ILIAC OTH,            ,360,11320.0
4463,4010690,RPR INTEST FISTULA W PLUG,            ,361,7028.0
4464,4013348,SCLERO FLUID COLLECT PERC,            ,361,3074.0
4465,4012019,SENTINL NDE RAD TR ID INJ,            ,361,1085.0
4466,4013546,SHUNT TUBE/RESVR ASP/INJ ,            ,361,1351.0
4467,4015442,SIGMOID FLEX W STENT     ,            ,361,13153.0
4468,4012944,SINUS TRACT INJ DIAG     ,            ,361,523.0
4469,4013488,SPINAL CORD CYST ASP PERC,            ,361,1640.0
4470,4014775,STNT PLC TRANSC DIALY SEG,            ,361,2118.0
4471,4012779,STNT PLC TRANSC VEIN ADD ,            ,360,25154.0
4472,4010559,STNT PLC TRANSC VEIN INI ,            ,360,43623.0
4473,4013579,STNT PLC TRANSCTH ART ADD,            ,360,18907.0
4474,4010823,STNT PLC TRANSCTH ART INI,            ,360,37072.0
4475,4011896,THORACENTESIS W IMAG BIL ,            ,361,5434.0
4476,4014122,THROMB DIALY CIRC IVAS ST,            ,361,67439.0
4477,4013934,THROMB DIALY CIRCUIT BLN ,            ,361,44519.0
4478,4010634,THROMBECT DIALY CIRCUIT  ,            ,361,19835.0
4479,4012209,THROMBOLYS ART INIT DAY  ,            ,361,3344.0
4480,4012266,THROMBOLYS FINAL DAY     ,            ,361,8799.0
4481,4012233,THROMBOLYS SUBSEQUENT DAY,            ,361,8799.0
4482,4012795,THROMBOLYS VEN INIT DAY  ,            ,361,3344.0
4483,4012118,THYROID CYST ASPIRATE/INJ,            ,361,2194.0
4484,4011722,TRANSCATHETER BIOPSY     ,            ,361,10083.0
4485,4009775,TRANSFUS BLD/BLD COMP    ,36430,391,742.0
4486,4012746,TRANSLUM ATHEREC ILIAC EA,            ,361,14529.0
4487,4011060,URETERAL STENT REM REPL  ,            ,361,9590.0
4488,4014155,URETERAL STENT REMOVE    ,            ,361,6826.0
4489,4013553,URETEROSTOMY TUBE CHANGE ,            ,361,3385.0
4490,4011565,URETROGM INJ THR OSTM UNI,            ,361,322.0
4491,4020196,US EXPLORE SKIN POCKET   ,            ,361,692.0
4492,4007167,US GUIDED VASCULAR ACCESS,76937,402,1137.0
4493,4014627,VASC ACCES THROMBL DECLOT,            ,361,1218.0
4494,4010575,VENA CAVA INTRO CATH     ,            ,361,1548.0
4495,4010302,VENOGRAM EXTREMTY INJ UNI,            ,361,466.0
4496,4011664,VENOUS BLOOD SAMPL SPECIF,            ,361,591.0
4497,4011987,VENOUS MECH THROMBECTOMY ,            ,361,12521.0
4498,4011904,VERTEB AUGM EA ADD W IMAG,            ,361,18219.0
4499,4011813,VERTEB AUGM LUMBAR W IMAG,            ,361,25661.0
4500,4011870,VERTEB AUGM THORAC W IMAG,            ,361,25661.0
4501,4006946,F-18 FDG DX UP TO 45MCI  ,A9552       ,343,2309.0
4502,4006888,PET BRAIN METABOLIC EVAL ,78608,404,8332.0
4503,4007670,PET W CT LTD AREA        ,78814,404,10240.0
4504,4007696,PET W CT SKULL MID THIGH ,78815,404,11378.0
4505,4007753,PET W CT WHOLE BODY      ,78816,404,11605.0
4506,4300950,NM BONE MARROW MULTI AREA,78103,341,2281.0
4507,4301032,NM BONE/JOINT 3 PHASE    ,78315,341,7415.0
4508,4301321,NM BONE/JOINT LTD        ,78300,341,3841.0
4509,4301354,NM BONE/JOINT MULTIPLE   ,78305,341,4909.0
4510,4301388,NM BONE/JOINT WHOLE BODY ,78306,341,5334.0
4511,4390184,NM BRACHY SORC YTTRIUM-90,C2616       ,278,84660.0
4512,4302253,NM BRAIN 4+ VIEWS W FLOW ,78606,341,2920.0
4513,4302287,NM BRAIN VASC FLOW ONLY  ,78610,341,1739.0
4514,4301123,NM CARD BLD POOL 1ST PASS,78481,341,5165.0
4515,4301156,NM CARD BLOOD POOL MULTI ,78473,341,5310.0
4516,4301560,NM CARD BLOOD POOL MULTI ,78473,341,5107.0
4517,4301537,NM CARD BLOOD POOL SNGL  ,78472,341,5163.0
4518,4301800,NM CARDIAC SHUNT DETECT  ,78428,341,2115.0
4519,4302311,NM CSF FLOW CISTERNOGRAM ,78630,341,4246.0
4520,4302378,NM CSF LEAK DETECTION    ,78650,341,3045.0
4521,4302345,NM CSF SHUNT EVALUATION  ,78645,341,4037.0
4522,4301362,NM GASTRIC EMPTY SB COLON,78266,341,1394.0
4523,4301347,NM GASTRIC EMPTY SB TRANS,78265,341,1050.0
4524,4301057,NM GASTRIC EMPTYING      ,78264,341,5008.0
4525,4301024,NM GASTROESOPHAG REFLUX  ,78262,341,3359.0
4526,4301172,NM GASTROINTEST BL LOSS  ,78278,341,5053.0
4527,4301180,NM HEPATOBILIARY SYS W/RX,78227,341,11322.0
4528,4301164,NM HEPATOBILIARY SYSTEM  ,78226,341,8266.0
4529,4300687,NM INTERSTITIAL COMPLEX  ,77778,342,1945.0
4530,4301206,NM INTESTINE MECK/VOLVUL ,78290,341,3404.0
4531,4300190,NM KIDNEY SCAN           ,78700,341,6041.0
4532,4302527,NM KIDNEY W FLOW AND FUNC,78707,341,8015.0
4533,4300372,NM KIDNEY W FLW FUN SNG W,78708,341,5982.0
4534,4001061,NM LIVER SPLEEN W VAS FLW,78216,341,4349.0
4535,4300729,NM LIVER STATIC ONLY     ,78201,341,2792.0
4536,4300299,NM LIVER W VASCULAR FLOW ,78202,341,2792.0
4537,4300414,NM LYMPH SYSTEM          ,78195,341,7625.0
4538,4301685,NM MYOCAR PLNR WALL SNGL ,78453,341,6173.0
4539,4001095,NM MYOCAR SPECT WALL MULT,78452,341,7437.0
4540,4301040,NM MYOCAR SPECT WALL MULT,78452,341,7437.0
4541,4301016,NM MYOCAR SPECT WALL SNGL,78451,341,6173.0
4542,4301586,NM MYOCAR SPECT WALL SNGL,78451,341,6173.0
4543,4301636,NM MYOCARD INFARCT SPECT ,78469,341,4642.0
4544,4301776,NM MYOCARDIAL INFARCT    ,78466,341,3324.0
4545,4001063,NM PARATHYRO PLANAR SPECT,78071,341,2239.0
4546,4300042,NM PARATHYROID PLANAR    ,78070,341,2239.0
4547,4301230,NM PERIT-VEN SHUNT PATENC,78291,341,3358.0
4548,4302048,NM PULM PERF PARTICULATE ,78580,341,5373.0
4549,4301305,NM PULM PERF VNT QNT DIFF,78598,341,10005.0
4550,4301271,NM PULM PERFUSN QNT DIFF ,78597,341,8700.0
4551,4301248,NM PULM VENT PERFUSN IMAG,78582,341,7566.0
4552,4301214,NM PULM VENTILATION IMAG ,78579,341,4237.0
4553,4300836,NM RADIO RX THPY INTRACAV,79200,342,854.0
4554,4300232,NM RADIO RX THPY IV ADMIN,79101,342,963.0
4555,4300075,NM RADIOPHARM THRPY ORAL ,79005,342,1935.0
4556,4300109,NM RADIOPHARM THRPY ORAL ,79005,342,5351.0
4557,4300349,NM RADIOPHARM THRPY ORAL ,79005,342,1935.0
4558,4300885,NM RADIOPHARM THRPY ORAL ,79005,342,1935.0
4559,4300513,NM RED CELL VOLUME SINGLE,78120,341,5743.0
4560,4001021,NM RPHL QNTFN MEASMNT SA ,78835,409,5504.0
4561,4300661,NM SPLEEN W OR WO VAS FLW,78185,341,3850.0
4562,4302642,NM TESTES W VASC FLOW    ,78761,341,2228.0
4563,4300463,NM THYROID CA METS UPTAKE,78020,341,1608.0
4564,4300307,NM THYROID CA METS WB    ,78018,341,6184.0
4565,4301289,NM THYROID IMAG W MEASURE,78014,341,1340.0
4566,4301255,NM THYROID IMAGING       ,78013,341,1179.0
4567,4301222,NM THYROID UPTAKE MEASURE,78012,341,1179.0
4568,4001066,NM TMR INFL SPCT SA/SD+2D,78831,409,8283.0
4569,4300430,NM TMR LOCL PLNR 2+AREAS ,78801,341,5295.0
4570,4302766,NM TMR LOCL PLNR SNG AREA,78800,341,2650.0
4571,4302774,NM TMR LOCL SPCT SNG AREA,78803,341,5749.0
4572,4302790,NM TMR LOCL WB PLNR 2+DYS,78804,341,4914.0
4573,4001064,NM TMR LOCL WB PLNR SG DY,78802,341,8283.0
4574,4001067,NM TMR SPECT=2+A SA/SD+2D,78832,409,9395.0
4575,4001065,NM TUMOR INFLM SPCT SA/SD,78830,409,8283.0
4576,4300018,NM VAS FLOW NON CARDIAC  ,78445,341,2840.0
4577,4300703,US GUIDE INTERSTITL THRPY,76965,402,1797.0
4578,4300711,BRACHY SRC CESIUM131 STRD,C2642       ,278,398.0
4579,4300653,BRACHY SRC PALDM103 STRND,C2640       ,278,363.0
4580,4300356,CYANOCOB 57/58 DX TO 1UCI,A9546       ,343,1031.0
4581,4300471,DEPREOTIDE DX UP TO 35MCI,A9536       ,343,3621.0
4582,4300893,EXAMETAZIME DX TO 25MCI  ,A9521       ,343,2627.0
4583,4390185,FLUCICLOVINE F-18 DX 1MCI,A9588       ,343,24876.0
4584,4016374,GALLIUM GA-67 DX PER MCI ,A9556       ,343,612.0
4585,4016424,I-123 NA IO DX 100UCI/CAP,A9516       ,343,251.0
4586,4301370,I-123 NA IOD DX PER MCI  ,A9509       ,343,1884.0
4587,4016523,I-131 NA IODID CAP DX/MCI,A9528       ,343,168.0
4588,4300646,IN-111 CAPROMAB TO 10MCI ,A9507       ,343,13785.0
4589,4016390,IN111 OXYQUINOL DX/0.5MCI,A9547       ,343,10234.0
4590,4016382,IN-111 PENTETAT DX 0.5MCI,A9548       ,343,6104.0
4591,4300851,IN-111 PENTETR DX TO 6MCI,A9572       ,343,9645.0
4592,4300554,IN111 SATUMOMAB DX TO 6MC,A4642       ,343,15637.0
4593,4300612,LABELED RBC DX TO 30MCI  ,A9560       ,343,11848.0
4594,4300505,MACROAG ALBUM DX TO 10MCI,A9540       ,343,195.0
4595,4300588,MEBROFENIN DX TO 15MCI   ,A9537       ,343,195.0
4596,4302972,MEDRONATE DX UP TO 30MCI ,A9503       ,343,195.0
4597,4000071,MERTIATIDE DX TO 15MCI   ,A9562       ,343,2505.0
4598,4300166,NA GLUCEPTATE DX TO 25MCI,A9550       ,343,1113.0
4599,4300679,NEEDLE BRACHY            ,C1715       ,278,47.0
4600,4300562,NM PERTECHNETATE PER MCI ,A9512       ,343,195.0
4601,4000048,P32 NA PHOSPHAT THERA/MCI,A9563       ,344,3904.0
4602,4300596,PENTETATE DX UP TO 25MCI ,A9539       ,343,389.0
4603,4301396,RA 223 DICHLOR THERA /UCI,A9606       ,344,141.0
4604,4300265,SESTAMBI DX PER DOSE     ,A9500       ,343,503.0
4605,4300257,STRONTIUM SR-89 THERA/MCI,A9600       ,344,2764.0
4606,4300539,SULF COLL TC99<=20MCI FLT,A9541       ,343,195.0
4607,4300472,TECH TC99M TIL 0.5MCI INJ,A9520       ,343,1131.0
4608,4016499,THALLIUM TL201 DX PER MCI,A9505       ,343,253.0
4609,4016507,XENON XE-133 DX PER 10MCI,A9558       ,343,159.0
4610,4016010,BX SKIN INCIS EA ADD LES ,            ,361,400.0
4611,4015954,BX SKIN PUNCH EA ADD LES ,            ,361,400.0
4612,4015921,BX SKIN PUNCH SNG LESION ,            ,361,533.0
4613,4015970,BX SKN INCISIONAL SNG LES,            ,361,533.0
4614,4015855,BX SKN TANGENT EA ADD LES,            ,361,400.0
4615,4015822,BX SKN TANGENTIAL SNG LES,            ,361,533.0
4616,4015749,FNA BX US GDE 1ST LESION ,            ,361,1635.0
4617,4015764,FNA BX US GDE EA ADD LES ,            ,361,1198.0
4618,4020204,SINUS TRACT INJ THERAP   ,            ,361,3670.0
4619,4020202,US AAA SCREENING         ,76706,402,2157.0
4620,4015061,US ABD COMPLETE WO CON   ,76700,402,2802.0
4621,4015095,US ABDOMEN WO CON LTD    ,76705,402,2157.0
4622,4011631,US ARTHROCEN ASP MAJOR JT,            ,361,950.0
4623,4011482,US BREAST COMPLETE BIL   ,7664150,402,725.0
4624,4011425,US BREAST COMPLETE LT    ,76641LT     ,402,428.0
4625,4011458,US BREAST COMPLETE RT    ,76641RT     ,402,428.0
4626,4011573,US BREAST LIMITED BIL    ,7664250,402,725.0
4627,4011516,US BREAST LIMITED LT     ,76642LT     ,402,428.0
4628,4011540,US BREAST LIMITED RT     ,76642RT     ,402,428.0
4629,4009676,US DOP ART EXT >=3 LVL BI,93923,921,2180.0
4630,4009536,US DOP ART EXT 1-2 LTD LT,9392252LT   ,921,1417.0
4631,4009569,US DOP ART EXT 1-2 LTD RT,9392252RT   ,921,1417.0
4632,4009585,US DOP ART EXT 1-2 LVL BI,93922,921,1417.0
4633,4009700,US DOP ART LOW EX W/S UNI,9392452,921,2725.0
4634,4009734,US DOP ART LOW EXT W/S BI,93924,921,2725.0
4635,4000949,US DPLX EXTRACRAN CMP BIL,93880,921,2716.0
4636,4001022,US DS ART IF/VEN BIL SDY ,93985,921,1262.0
4637,4001023,US DS ART IF/VEN UNL SDY ,93986,921,606.0
4638,4019881,US DUPLEX AB/PLV/RET CMP ,93975,921,2742.0
4639,4000352,US DUPLEX AB/PLV/RET LTD ,93976,921,1594.0
4640,4005609,US DUPLEX ART LOW EXT BIL,93925,921,3481.0
4641,4004859,US DUPLEX ART LOW EXT LT ,93926LT     ,921,2054.0
4642,4004826,US DUPLEX ART LOW EXT RT ,93926RT     ,921,2054.0
4643,4005518,US DUPLEX ART UP EXT BIL ,93930,921,3317.0
4644,4004917,US DUPLEX ART UPPR EXT LT,93931LT     ,921,2060.0
4645,4004883,US DUPLEX ART UPPR EXT RT,93931RT     ,921,2060.0
4646,4000915,US DUPLEX VENOUS EXT BIL ,93970,921,3137.0
4647,4007522,US DUPLEX VENOUS EXT BIL ,93970,921,3137.0
4648,4007548,US DUPLEX VENOUS EXT BIL ,93970,921,3137.0
4649,4005054,US DUPLEX VENOUS EXT LT  ,93971LT     ,921,1914.0
4650,4007431,US DUPLEX VENOUS EXT LT  ,93971LT     ,921,1914.0
4651,4007480,US DUPLEX VENOUS EXT LT  ,93971LT     ,921,1914.0
4652,4005021,US DUPLEX VENOUS EXT RT  ,93971RT     ,921,1914.0
4653,4007456,US DUPLEX VENOUS EXT RT  ,93971RT     ,921,1914.0
4654,4007514,US DUPLEX VENOUS EXT RT  ,93971RT     ,921,1914.0
4655,4014908,US ENCEPHALOGRAM         ,76506,402,2542.0
4656,4015517,US FETAL BIOP PROF WO NST,76819,402,2360.0
4657,4015350,US FETAL ECHO MID CEREBRL,76821,402,928.0
4658,4006987,US FETAL ECHO UMBIL ART  ,76820,402,966.0
4659,4016044,US GUIDE CATH DRAIN      ,75989,402,4441.0
4660,4006748,US GUIDE INTRAOP 1-2 HOUR,76998,402,2391.0
4661,4007720,US GUIDE INTRAOP 1-2 HOUR,76998,402,2391.0
4662,4000683,US GUIDED COMPRESS REPAR ,76936,402,3536.0
4663,4000329,US GUIDED NEEDL PLACEMENT,76942,402,3534.0
4664,4001889,US GUIDED NEEDL PLACEMENT,76942,402,648.0
4665,4015848,US GUIDED NEEDL PLACEMENT,76942,402,3534.0
4666,4007191,US GUIDED TISSUE ABLATION,76940,402,2174.0
4667,4007795,US HIPS INFANT DYNAMIC   ,76885,402,2189.0
4668,4008215,US JOINT COMPLETE LT     ,76881LT     ,402,2571.0
4669,4008694,US JOINT COMPLETE RT     ,76881RT     ,402,2571.0
4670,4008249,US JOINT NONVAS LTD LT   ,76882LT     ,402,770.0
4671,4008751,US JOINT NONVAS LTD RT   ,76882RT     ,402,770.0
4672,4006102,US KIDNEY TRANSPLANT     ,76776,402,1429.0
4673,4020201,US LO BACK SFT TIS WO CON,76705,402,2157.0
4674,4000832,US PELVIS NON OB COMP    ,76856,402,2172.0
4675,4015707,US PELVIS NON OB COMP    ,76856,402,2172.0
4676,4006920,US PELVIS NON OB LTD F/U ,76857,402,1456.0
4677,4007217,US PREG 1 OR >FETUSES LTD,76815,402,1638.0
4678,4015459,US PREG 1 OR >FETUSES LTD,76815,402,1638.0
4679,4007241,US PREG FOLLOWUP/EA GEST ,76816,402,2115.0
4680,4007274,US PREG TRANSVAGINAL     ,76817,402,1839.0
4681,4007183,US PREG+DETL EA ADDL GEST,76812,402,494.0
4682,4007159,US PREG+DETL SNGL1ST GEST,76811,402,2060.0
4683,4007019,US PREG<14WK SNGL1ST GEST,76801,402,1707.0
4684,4007076,US PREG<14WKS EA ADD GEST,76802,402,905.0
4685,4000865,US PREG=>14WK SNG 1ST GES,76805,402,1980.0
4686,4007043,US PREG=>14WK SNG 1ST GES,76805,402,1980.0
4687,4000808,US PREG=>14WKS EA ADD GES,76810,402,1316.0
4688,4007100,US PREG=>14WKS EA ADD GES,76810,402,1316.0
4689,4015301,US RETROPERITONEAL COMPL ,76770,402,2504.0
4690,4012290,US RETROPERITONEAL LTD   ,76775,402,513.0
4691,4015723,US SCROTUM               ,76870,402,2360.0
4692,4014916,US SOFT TISS HEAD NECK   ,76536,402,1943.0
4693,4007811,US SPINAL CANAL CONTENT  ,76800,402,2189.0
4694,4000378,US TRANSVAGINAL          ,76830,402,2189.0
4695,4015384,US TRANSVAGINAL          ,76830,402,2189.0
4696,4020002,BONE SUBSTITUTE 195X-254 ,C1713       ,278,1121.0
4697,4020176,BONE SUBSTITUTE 730X-949 ,C1713       ,278,4184.0
4698,4020003,BONE SUBSTITUTE 88X-115  ,C1713       ,278,508.0
4699,4020175,BONE SUBSTITUTE 949X-1234,C1713       ,278,5439.0
4700,4020004,BONE SUBSTITUTE2714X-3529,C1713       ,278,15548.0
4701,4020005,CATH ATHR DIR 1605X-2087 ,C1714       ,278,9194.0
4702,4020006,CATH ATHR DIR 2087X-2714 ,C1714       ,278,11957.0
4703,4020007,CATH ATHR DIR 2714X-3529 ,C1714       ,278,15548.0
4704,4020008,CATH ATHR ROT 2714X-3529 ,C1724       ,278,15548.0
4705,4020009,CATH DIALYS LT 195X-254  ,C1750       ,278,1121.0
4706,4020010,CATH DIALYS LT 254X-331  ,C1750       ,278,1460.0
4707,4020011,CATH DIALYSIS ST 150X-195,C1752       ,278,862.0
4708,4020012,CATH DRAINAGE 13X-17     ,C1729       ,272,75.0
4709,4020013,CATH DRAINAGE 17X-23     ,C1729       ,272,100.0
4710,4020014,CATH DRAINAGE 30X-39     ,C1729       ,272,175.0
4711,4020015,CATH DRAINAGE 51X-67     ,C1729       ,272,294.0
4712,4020016,CATH DRAINAGE 561X-730   ,C1729       ,272,3218.0
4713,4020017,CATH DRAINAGE 67X-88     ,C1729       ,272,389.0
4714,4020018,CATH DRAINAGE 88X-115    ,C1729       ,272,508.0
4715,4020019,CATH GUIDING 10-13       ,C1887       ,278,60.0
4716,4020020,CATH GUIDING 115X-150    ,C1887       ,278,663.0
4717,4020192,CATH GUIDING 1234X-1605  ,C1887       ,278,7072.0
4718,4020021,CATH GUIDING 13X-17      ,C1887       ,278,75.0
4719,4020022,CATH GUIDING 150X-195    ,C1887       ,278,862.0
4720,4020023,CATH GUIDING 1605X-2087  ,C1887       ,278,9194.0
4721,4020024,CATH GUIDING 17X-23      ,C1887       ,278,100.0
4722,4020025,CATH GUIDING 254X-331    ,C1887       ,278,1460.0
4723,4020026,CATH GUIDING 30X-39      ,C1887       ,278,175.0
4724,4020027,CATH GUIDING 331X-431    ,C1887       ,278,1898.0
4725,4020028,CATH GUIDING 39X-51      ,C1887       ,278,225.0
4726,4020029,CATH GUIDING 431X-561    ,C1887       ,278,2471.0
4727,4020030,CATH GUIDING 51X-67      ,C1887       ,278,294.0
4728,4020031,CATH GUIDING 561X-730    ,C1887       ,278,3218.0
4729,4020032,CATH GUIDING 730X-949    ,C1887       ,278,4184.0
4730,4020033,CATH INFUSION 115X-150   ,C1751       ,278,663.0
4731,4020034,CATH INFUSION 150X-195   ,C1751       ,278,862.0
4732,4020171,CATH INFUSION 17X-23     ,C1751       ,278,100.0
4733,4020035,CATH INFUSION 195X-254   ,C1751       ,278,1121.0
4734,4020036,CATH INFUSION 2087X-2714 ,C1751       ,278,11957.0
4735,4020037,CATH INFUSION 254X-331   ,C1751       ,278,1460.0
4736,4020172,CATH INFUSION 39X-51     ,C1751       ,278,225.0
4737,4020038,CATH INFUSION 431X-561   ,C1751       ,278,2471.0
4738,4020039,CATH INFUSION 561X-730   ,C1751       ,278,3218.0
4739,4020040,CATH INFUSION 88X-115    ,C1751       ,278,508.0
