Run Date: 2/12/2023 12:23:33 AM
CDM Date Stamp: 9/23/2022

Procedure Code,Description,Price Tier,Revenue Code,CPT HCPCS Code,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge
62720404_1,"CERVICAL, 2-3 VIEWS",Inpatient,0320,72040,,0,857.00,857.00,857.00,857.00
62720404_1,"CERVICAL, 2-3 VIEWS",Outpatient,0320,72040,,0,857.00,857.00,857.00,857.00
62720529_1,CERVICAL SPINE COMPLETE,Inpatient,0320,72052,,0,1405.00,1405.00,1405.00,1405.00
62720529_1,CERVICAL SPINE COMPLETE,Outpatient,0320,72052,,0,1405.00,1405.00,1405.00,1405.00
62720701_1,THORACIC SPINE,Inpatient,0320,72070,,0,867.00,867.00,867.00,867.00
62720701_1,THORACIC SPINE,Outpatient,0320,72070,,0,867.00,867.00,867.00,867.00
62720743_1,"THORACIC SPINE WITH OBI,QUES",Inpatient,0320,72074,,0,1307.00,1307.00,1307.00,1307.00
62720743_1,"THORACIC SPINE WITH OBI,QUES",Outpatient,0320,72074,,0,1307.00,1307.00,1307.00,1307.00
62720800_1,THORACO-LUMBAT JUNCION,Inpatient,0320,72080,,0,891.00,891.00,891.00,891.00
62720800_1,THORACO-LUMBAT JUNCION,Outpatient,0320,72080,,0,891.00,891.00,891.00,891.00
62720902_1,XRAY ENTIRE SPI 2/3 VW,Inpatient,0320,72082,,0,1513.00,1513.00,1513.00,1513.00
62720902_1,XRAY ENTIRE SPI 2/3 VW,Outpatient,0320,72082,,0,1513.00,1513.00,1513.00,1513.00
62720903_1,XRAY ENTIRE SPI 4/5 VW,Inpatient,0320,72083,,0,1513.00,1513.00,1513.00,1513.00
62720903_1,XRAY ENTIRE SPI 4/5 VW,Outpatient,0320,72083,,0,1513.00,1513.00,1513.00,1513.00
62720904_1,XRAY ENTIRE SPI 6/> VW,Inpatient,0320,72084,,0,1513.00,1513.00,1513.00,1513.00
62720904_1,XRAY ENTIRE SPI 6/> VW,Outpatient,0320,72084,,0,1513.00,1513.00,1513.00,1513.00
62720909_1,XRAY ENTIRE SPI 1 VW,Inpatient,0320,72081,,0,1104.00,1104.00,1104.00,1104.00
62720909_1,XRAY ENTIRE SPI 1 VW,Outpatient,0320,72081,,0,1104.00,1104.00,1104.00,1104.00
62721006_1,LUMBAR SPINE LIMITED,Inpatient,0320,72100,,0,931.00,931.00,931.00,931.00
62721006_1,LUMBAR SPINE LIMITED,Outpatient,0320,72100,,0,931.00,931.00,931.00,931.00
62721105_1,LUMBAR SPINE COMPLETE,Inpatient,0320,72110,,0,1357.00,1357.00,1357.00,1357.00
62721105_1,LUMBAR SPINE COMPLETE,Outpatient,0320,72110,,0,1357.00,1357.00,1357.00,1357.00
62721147_1,LUMBAR SPINE BENDING,Inpatient,0320,72114,,0,1497.00,1497.00,1497.00,1497.00
62721147_1,LUMBAR SPINE BENDING,Outpatient,0320,72114,,0,1497.00,1497.00,1497.00,1497.00
62721709_1,PELVIS-AP ONLY,Inpatient,0320,72170,,0,688.00,688.00,688.00,688.00
62721709_1,PELVIS-AP ONLY,Outpatient,0320,72170,,0,688.00,688.00,688.00,688.00
62721907_1,PELVIS COMPLETE,Inpatient,0320,72190,,0,935.00,935.00,935.00,935.00
62721907_1,PELVIS COMPLETE,Outpatient,0320,72190,,0,935.00,935.00,935.00,935.00
62722004_1,SACROILIAC JOINTS,Inpatient,0320,72200,,0,548.00,548.00,548.00,548.00
62722004_1,SACROILIAC JOINTS,Outpatient,0320,72200,,0,548.00,548.00,548.00,548.00
62722202_1,SACRUM AND COCCYX,Inpatient,0320,72220,,0,828.00,828.00,828.00,828.00
62722202_1,SACRUM AND COCCYX,Outpatient,0320,72220,,0,828.00,828.00,828.00,828.00
62730502_1,ACROMIO CLAVICULAR JOINTS,Inpatient,0320,73050,,0,783.00,783.00,783.00,783.00
62730502_1,ACROMIO CLAVICULAR JOINTS,Outpatient,0320,73050,,0,783.00,783.00,783.00,783.00
62735204_1,HIPS BILATERAL 2 VIEWS,Inpatient,0320,73521,,0,1112.00,1112.00,1112.00,1112.00
62735204_1,HIPS BILATERAL 2 VIEWS,Outpatient,0320,73521,,0,1112.00,1112.00,1112.00,1112.00
62735205_1,HIPS BILATERAL  3-4VIEWS,Inpatient,0320,73522,,0,1112.00,1112.00,1112.00,1112.00
62735205_1,HIPS BILATERAL  3-4VIEWS,Outpatient,0320,73522,,0,1112.00,1112.00,1112.00,1112.00
62735206_1,HIPS BILATERAL 5/> VIEWS,Inpatient,0320,73523,,0,1112.00,1112.00,1112.00,1112.00
62735206_1,HIPS BILATERAL 5/> VIEWS,Outpatient,0320,73523,,0,1112.00,1112.00,1112.00,1112.00
62735402_1,XRAY HIP UNI 1 VIEW,Inpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62735402_1,XRAY HIP UNI 1 VIEW,Outpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62735659_1,KNEES BOTH STANDING A-P,Inpatient,0320,73565,,0,701.00,701.00,701.00,701.00
62735659_1,KNEES BOTH STANDING A-P,Outpatient,0320,73565,,0,701.00,701.00,701.00,701.00
62740006_1,ABDOMEN SURVEY,Inpatient,0320,74018,,0,669.00,669.00,669.00,669.00
62740006_1,ABDOMEN SURVEY,Outpatient,0320,74018,,0,669.00,669.00,669.00,669.00
62740105_1,ABDOMEN 2 VIEW,Inpatient,0320,74010,,0,931.00,931.00,931.00,931.00
62740105_1,ABDOMEN 2 VIEW,Outpatient,0320,74010,,0,931.00,931.00,931.00,931.00
62740220_1,"ABDOMEN COMPLETE, 3 VIEWS",Inpatient,0320,74022,,0,1208.00,1208.00,1208.00,1208.00
62740220_1,"ABDOMEN COMPLETE, 3 VIEWS",Outpatient,0320,74022,,0,1208.00,1208.00,1208.00,1208.00
62760400_1,BONE LENGTH STUDY,Inpatient,0320,77073,,0,853.00,853.00,853.00,853.00
62760400_1,BONE LENGTH STUDY,Outpatient,0320,77073,,0,853.00,853.00,853.00,853.00
62760608_1,BONE SURVEY FOR METS,Inpatient,0320,77074,,0,1479.00,1479.00,1479.00,1479.00
62760608_1,BONE SURVEY FOR METS,Outpatient,0320,77074,,0,1479.00,1479.00,1479.00,1479.00
62760657_1,BONE SURVEY INFANT,Inpatient,0320,77076,,0,1310.00,1310.00,1310.00,1310.00
62760657_1,BONE SURVEY INFANT,Outpatient,0320,77076,,0,1310.00,1310.00,1310.00,1310.00
62830005_1,CLAVICLE RIGHT,Inpatient,0320,73000,,0,705.00,705.00,705.00,705.00
62830005_1,CLAVICLE RIGHT,Outpatient,0320,73000,,0,705.00,705.00,705.00,705.00
62830013_1,CLAVICLE LEFT,Inpatient,0320,73000,,0,705.00,705.00,705.00,705.00
62830013_1,CLAVICLE LEFT,Outpatient,0320,73000,,0,705.00,705.00,705.00,705.00
62830104_1,SCAPULA RIGHT,Inpatient,0320,73010,,0,739.00,739.00,739.00,739.00
62830104_1,SCAPULA RIGHT,Outpatient,0320,73010,,0,739.00,739.00,739.00,739.00
62830112_1,SCAPULA LEFT,Inpatient,0320,73010,,0,739.00,739.00,739.00,739.00
62830112_1,SCAPULA LEFT,Outpatient,0320,73010,,0,739.00,739.00,739.00,739.00
62830203_1,SHOULDER 1 VIEW RIGHT,Inpatient,0320,73020,,0,630.00,630.00,630.00,630.00
62830203_1,SHOULDER 1 VIEW RIGHT,Outpatient,0320,73020,,0,630.00,630.00,630.00,630.00
62830211_1,SHOULDER 1 VIEW LEFT,Inpatient,0320,73020,,0,630.00,630.00,630.00,630.00
62830211_1,SHOULDER 1 VIEW LEFT,Outpatient,0320,73020,,0,630.00,630.00,630.00,630.00
62830302_1,SHOULDER 2 OR MORE VIEWS RIGHT,Inpatient,0320,73030,,0,839.00,839.00,839.00,839.00
62830302_1,SHOULDER 2 OR MORE VIEWS RIGHT,Outpatient,0320,73030,,0,839.00,839.00,839.00,839.00
62830310_1,SHOULDER 2 OR MORE VIEWS LEFT,Inpatient,0320,73030,,0,839.00,839.00,839.00,839.00
62830310_1,SHOULDER 2 OR MORE VIEWS LEFT,Outpatient,0320,73030,,0,839.00,839.00,839.00,839.00
62830609_1,HUMERUS 2 OR MORE VIEWS RIGHT,Inpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830609_1,HUMERUS 2 OR MORE VIEWS RIGHT,Outpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830610_1,HUMERUS 1 VIEW RIGHT,Inpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830610_1,HUMERUS 1 VIEW RIGHT,Outpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830617_1,HUMERUS 2 OR MORE VIEWS LEFT,Inpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830617_1,HUMERUS 2 OR MORE VIEWS LEFT,Outpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830618_1,HUMERUS 1 VIEW LEFT,Inpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830618_1,HUMERUS 1 VIEW LEFT,Outpatient,0320,73060,,0,733.00,733.00,733.00,733.00
62830708_1,ELBOW 2 VIEWS RIGHT,Inpatient,0320,73070,,0,653.00,653.00,653.00,653.00
62830708_1,ELBOW 2 VIEWS RIGHT,Outpatient,0320,73070,,0,653.00,653.00,653.00,653.00
62830716_1,ELBOW 2 VIEWS LEFT,Inpatient,0320,73070,,0,653.00,653.00,653.00,653.00
62830716_1,ELBOW 2 VIEWS LEFT,Outpatient,0320,73070,,0,653.00,653.00,653.00,653.00
62830807_1,ELBOW COMPLETE RIGHT,Inpatient,0320,73080,,0,795.00,795.00,795.00,795.00
62830807_1,ELBOW COMPLETE RIGHT,Outpatient,0320,73080,,0,795.00,795.00,795.00,795.00
62830815_1,ELBOW COMPLETE LEFT,Inpatient,0320,73080,,0,795.00,795.00,795.00,795.00
62830815_1,ELBOW COMPLETE LEFT,Outpatient,0320,73080,,0,795.00,795.00,795.00,795.00
62830906_1,FOREARM RIGHT,Inpatient,0320,73090,,0,701.00,701.00,701.00,701.00
62830906_1,FOREARM RIGHT,Outpatient,0320,73090,,0,701.00,701.00,701.00,701.00
62830914_1,FOREARM LEFT,Inpatient,0320,73090,,0,701.00,701.00,701.00,701.00
62830914_1,FOREARM LEFT,Outpatient,0320,73090,,0,701.00,701.00,701.00,701.00
62830922_1,UPPER EXTREM INFANT RIGHT,Inpatient,0320,73092,,0,347.00,347.00,347.00,347.00
62830922_1,UPPER EXTREM INFANT RIGHT,Outpatient,0320,73092,,0,347.00,347.00,347.00,347.00
62830930_1,UPPER EXTREM INFANT LEFT,Inpatient,0320,73092,,0,347.00,347.00,347.00,347.00
62830930_1,UPPER EXTREM INFANT LEFT,Outpatient,0320,73092,,0,347.00,347.00,347.00,347.00
62831003_1,WRIST 2 VIEWS RIGHT,Inpatient,0320,73100,,0,639.00,639.00,639.00,639.00
62831003_1,WRIST 2 VIEWS RIGHT,Outpatient,0320,73100,,0,639.00,639.00,639.00,639.00
62831011_1,"WRIST 2 VIEWS, LEFT",Inpatient,0320,73100,,0,639.00,639.00,639.00,639.00
62831011_1,"WRIST 2 VIEWS, LEFT",Outpatient,0320,73100,,0,639.00,639.00,639.00,639.00
62831102_1,WRIST COMPLETE RIGHT,Inpatient,0320,73110,,0,776.00,776.00,776.00,776.00
62831102_1,WRIST COMPLETE RIGHT,Outpatient,0320,73110,,0,776.00,776.00,776.00,776.00
62831110_1,WRIST COMPLETE LEFT,Inpatient,0320,73110,,0,776.00,776.00,776.00,776.00
62831110_1,WRIST COMPLETE LEFT,Outpatient,0320,73110,,0,776.00,776.00,776.00,776.00
62831201_1,HAND 2 VIEWS RIGHT,Inpatient,0320,73120,,0,679.00,679.00,679.00,679.00
62831201_1,HAND 2 VIEWS RIGHT,Outpatient,0320,73120,,0,679.00,679.00,679.00,679.00
62831219_1,HAND 2 VIEWS LEFT,Inpatient,0320,73120,,0,679.00,679.00,679.00,679.00
62831219_1,HAND 2 VIEWS LEFT,Outpatient,0320,73120,,0,679.00,679.00,679.00,679.00
62831300_1,HAND COMPLETE RIGHT,Inpatient,0320,73130,,0,788.00,788.00,788.00,788.00
62831300_1,HAND COMPLETE RIGHT,Outpatient,0320,73130,,0,788.00,788.00,788.00,788.00
62831318_1,HAND COMPLETE LEFT,Inpatient,0320,73130,,0,788.00,788.00,788.00,788.00
62831318_1,HAND COMPLETE LEFT,Outpatient,0320,73130,,0,788.00,788.00,788.00,788.00
62831409_1,FINGERS-RIGHT,Inpatient,0320,73140,,0,586.00,586.00,586.00,586.00
62831409_1,FINGERS-RIGHT,Outpatient,0320,73140,,0,586.00,586.00,586.00,586.00
62831417_1,FINGERS-LEFT,Inpatient,0320,73140,,0,586.00,586.00,586.00,586.00
62831417_1,FINGERS-LEFT,Outpatient,0320,73140,,0,586.00,586.00,586.00,586.00
62835004_1,HIP 1 VIEW RIGHT,Inpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62835004_1,HIP 1 VIEW RIGHT,Outpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62835012_1,HIP 1 VIEW LEFT,Inpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62835012_1,HIP 1 VIEW LEFT,Outpatient,0320,73501,,0,616.00,616.00,616.00,616.00
62835103_1,XRAY HIP UNI 2-3 VIEWS,Inpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835103_1,XRAY HIP UNI 2-3 VIEWS,Outpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835105_1,XRAY HIP UNI 4/> VIEWS,Inpatient,0320,73503,,0,800.00,800.00,800.00,800.00
62835105_1,XRAY HIP UNI 4/> VIEWS,Outpatient,0320,73503,,0,800.00,800.00,800.00,800.00
62835111_1,HIP 2-3 VIEWS LEFT,Inpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835111_1,HIP 2-3 VIEWS LEFT,Outpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835112_1,HIP 2-3 VIEWS RIGHT,Inpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835112_1,HIP 2-3 VIEWS RIGHT,Outpatient,0320,73502,,0,800.00,800.00,800.00,800.00
62835508_1,FEMUR 2 VIEW RIGHT,Inpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835508_1,FEMUR 2 VIEW RIGHT,Outpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835509_1,FEMUR 1 VIEW RIGHT,Inpatient,0320,73551,,0,802.00,802.00,802.00,802.00
62835509_1,FEMUR 1 VIEW RIGHT,Outpatient,0320,73551,,0,802.00,802.00,802.00,802.00
62835510_1,RIGHT FEMUR 2/> VWS,Inpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835510_1,RIGHT FEMUR 2/> VWS,Outpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835516_1,FEMUR 1 VIEW LEFT,Inpatient,0320,73551,,0,802.00,802.00,802.00,802.00
62835516_1,FEMUR 1 VIEW LEFT,Outpatient,0320,73551,,0,802.00,802.00,802.00,802.00
62835517_1,FEMUR 2 VIEW LEFT,Inpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835517_1,FEMUR 2 VIEW LEFT,Outpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835518_1,LEFT FEMUR 2/> VWS,Inpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835518_1,LEFT FEMUR 2/> VWS,Outpatient,0320,73552,,0,802.00,802.00,802.00,802.00
62835608_1,KNEE 1 OR 2 VIEWS RIGHT,Inpatient,0320,73560,,0,714.00,714.00,714.00,714.00
62835608_1,KNEE 1 OR 2 VIEWS RIGHT,Outpatient,0320,73560,,0,714.00,714.00,714.00,714.00
62835616_1,KNEE 1 OR 2 VIEWS LEFT,Inpatient,0320,73560,,0,714.00,714.00,714.00,714.00
62835616_1,KNEE 1 OR 2 VIEWS LEFT,Outpatient,0320,73560,,0,714.00,714.00,714.00,714.00
62835624_1,KNEE 3 VIEWS RIGHT,Inpatient,0320,73562,,0,829.00,829.00,829.00,829.00
62835624_1,KNEE 3 VIEWS RIGHT,Outpatient,0320,73562,,0,829.00,829.00,829.00,829.00
62835632_1,KNEE 3 VIEWS LEFT,Inpatient,0320,73562,,0,829.00,829.00,829.00,829.00
62835632_1,KNEE 3 VIEWS LEFT,Outpatient,0320,73562,,0,829.00,829.00,829.00,829.00
62835707_1,KNEE 4 VIEWS RIGHT,Inpatient,0320,73564,,0,1007.00,1007.00,1007.00,1007.00
62835707_1,KNEE 4 VIEWS RIGHT,Outpatient,0320,73564,,0,1007.00,1007.00,1007.00,1007.00
62835715_1,KNEE 4 VIEWS LEFT,Inpatient,0320,73564,,0,1007.00,1007.00,1007.00,1007.00
62835715_1,KNEE 4 VIEWS LEFT,Outpatient,0320,73564,,0,1007.00,1007.00,1007.00,1007.00
62835905_1,TIB/FIB 2 VIEWS RIGHT,Inpatient,0320,73590,,0,752.00,752.00,752.00,752.00
62835905_1,TIB/FIB 2 VIEWS RIGHT,Outpatient,0320,73590,,0,752.00,752.00,752.00,752.00
62835913_1,TIB/FIB 2 VIEWS LEFT,Inpatient,0320,73590,,0,752.00,752.00,752.00,752.00
62835913_1,TIB/FIB 2 VIEWS LEFT,Outpatient,0320,73590,,0,752.00,752.00,752.00,752.00
62835921_1,LOWER EXTREM INFANT 2 VIEWS RI,Inpatient,0320,73592,,0,594.00,594.00,594.00,594.00
62835921_1,LOWER EXTREM INFANT 2 VIEWS RI,Outpatient,0320,73592,,0,594.00,594.00,594.00,594.00
62835939_1,LOWER EXTREM INFANT 2 VIEW LEF,Inpatient,0320,73592,,0,594.00,594.00,594.00,594.00
62835939_1,LOWER EXTREM INFANT 2 VIEW LEF,Outpatient,0320,73592,,0,594.00,594.00,594.00,594.00
62836002_1,ANKLE 2 VIEWS RIGHT,Inpatient,0320,73600,,0,654.00,654.00,654.00,654.00
62836002_1,ANKLE 2 VIEWS RIGHT,Outpatient,0320,73600,,0,654.00,654.00,654.00,654.00
62836010_1,ANKLE 2 VIEWS LEFT,Inpatient,0320,73600,,0,654.00,654.00,654.00,654.00
62836010_1,ANKLE 2 VIEWS LEFT,Outpatient,0320,73600,,0,654.00,654.00,654.00,654.00
62836101_1,ANKLE 3 OR MORE VIEWS RIGHT,Inpatient,0320,73610,,0,785.00,785.00,785.00,785.00
62836101_1,ANKLE 3 OR MORE VIEWS RIGHT,Outpatient,0320,73610,,0,785.00,785.00,785.00,785.00
62836119_1,ANKLE 3 OR MORE VIEWS LEFT,Inpatient,0320,73610,,0,785.00,785.00,785.00,785.00
62836119_1,ANKLE 3 OR MORE VIEWS LEFT,Outpatient,0320,73610,,0,785.00,785.00,785.00,785.00
62836200_1,FOOT 2 VIEWS RIGHT,Inpatient,0320,73620,,0,655.00,655.00,655.00,655.00
62836200_1,FOOT 2 VIEWS RIGHT,Outpatient,0320,73620,,0,655.00,655.00,655.00,655.00
62836218_1,FOOT 2 VIEWS LEFT,Inpatient,0320,73620,,0,655.00,655.00,655.00,655.00
62836218_1,FOOT 2 VIEWS LEFT,Outpatient,0320,73620,,0,655.00,655.00,655.00,655.00
62836309_1,FOOT 3 OR MORE VIEWS RIGHT,Inpatient,0320,73630,,0,773.00,773.00,773.00,773.00
62836309_1,FOOT 3 OR MORE VIEWS RIGHT,Outpatient,0320,73630,,0,773.00,773.00,773.00,773.00
62836317_1,FOOT 3 OR MORE VIEWS LEFT,Inpatient,0320,73630,,0,773.00,773.00,773.00,773.00
62836317_1,FOOT 3 OR MORE VIEWS LEFT,Outpatient,0320,73630,,0,773.00,773.00,773.00,773.00
62836507_1,OSCALCIS/HEEL RIGHT,Inpatient,0320,73650,,0,644.00,644.00,644.00,644.00
62836507_1,OSCALCIS/HEEL RIGHT,Outpatient,0320,73650,,0,644.00,644.00,644.00,644.00
62836515_1,OSCALCIS/HEEL LEFT,Inpatient,0320,73650,,0,644.00,644.00,644.00,644.00
62836515_1,OSCALCIS/HEEL LEFT,Outpatient,0320,73650,,0,644.00,644.00,644.00,644.00
62836606_1,TOES RIGHT,Inpatient,0320,73660,,0,572.00,572.00,572.00,572.00
62836606_1,TOES RIGHT,Outpatient,0320,73660,,0,572.00,572.00,572.00,572.00
62836614_1,TOES LEFT,Inpatient,0320,73660,,0,572.00,572.00,572.00,572.00
62836614_1,TOES LEFT,Outpatient,0320,73660,,0,572.00,572.00,572.00,572.00
62840010_1,BONE AGE                     *,Inpatient,0320,77072,,0,722.00,722.00,722.00,722.00
62840010_1,BONE AGE                     *,Outpatient,0320,77072,,0,722.00,722.00,722.00,722.00
63001028_1,MRI CHEST W/CON,Inpatient,0610,71551,,0,5801.00,5801.00,5801.00,5801.00
63001028_1,MRI CHEST W/CON,Outpatient,0610,71551,,0,5801.00,5801.00,5801.00,5801.00
63001069_1,"MRI ORBIT,FACE&NECK W/CONTRAST",Inpatient,0610,70542,,0,4689.00,4689.00,4689.00,4689.00
63001069_1,"MRI ORBIT,FACE&NECK W/CONTRAST",Outpatient,0610,70542,,0,4689.00,4689.00,4689.00,4689.00
63001101_1,"MRI ORBIT,FACE&NECK W/WO CONTR",Inpatient,0614,70543,,0,7043.00,7043.00,7043.00,7043.00
63001101_1,"MRI ORBIT,FACE&NECK W/WO CONTR",Outpatient,0614,70543,,0,7043.00,7043.00,7043.00,7043.00
63001226_1,MRA HEAD WITH/WO CONTRAST,Inpatient,0615,70546,,0,5992.00,5992.00,5992.00,5992.00
63001226_1,MRA HEAD WITH/WO CONTRAST,Outpatient,0615,70546,,0,5992.00,5992.00,5992.00,5992.00
63001267_1,MRA NECK WO CONTRAST,Inpatient,0615,70547,,0,4804.00,4804.00,4804.00,4804.00
63001267_1,MRA NECK WO CONTRAST,Outpatient,0615,70547,,0,4804.00,4804.00,4804.00,4804.00
63001309_1,MRA NECK WITH CONTRAST,Inpatient,0615,70548,,0,5381.00,5381.00,5381.00,5381.00
63001309_1,MRA NECK WITH CONTRAST,Outpatient,0615,70548,,0,5381.00,5381.00,5381.00,5381.00
63001341_1,MRA NECK W/WO CONTRAST,Inpatient,0615,70549,,0,5992.00,5992.00,5992.00,5992.00
63001341_1,MRA NECK W/WO CONTRAST,Outpatient,0615,70549,,0,5992.00,5992.00,5992.00,5992.00
63001382_1,MRI CERVICAL WO CONTRAST,Inpatient,0612,72141,,0,4275.00,4275.00,4275.00,4275.00
63001382_1,MRI CERVICAL WO CONTRAST,Outpatient,0612,72141,,0,4275.00,4275.00,4275.00,4275.00
63001424_1,MRI CERVICAL SPINE W/WO CONTRA,Inpatient,0612,72156,,0,7188.00,7188.00,7188.00,7188.00
63001424_1,MRI CERVICAL SPINE W/WO CONTRA,Outpatient,0612,72156,,0,7188.00,7188.00,7188.00,7188.00
63001465_1,MRI THORACIC SPINE W/WO CONTRA,Inpatient,0612,72157,,0,7188.00,7188.00,7188.00,7188.00
63001465_1,MRI THORACIC SPINE W/WO CONTRA,Outpatient,0612,72157,,0,7188.00,7188.00,7188.00,7188.00
63001507_1,MRI PELVIS W/O CONTRAST,Inpatient,0614,72195,,0,2568.00,2568.00,2568.00,2568.00
63001507_1,MRI PELVIS W/O CONTRAST,Outpatient,0614,72195,,0,2568.00,2568.00,2568.00,2568.00
63001549_1,MRI PELVIS W & W/O CONTRAST,Inpatient,0614,72197,,0,4623.00,4623.00,4623.00,4623.00
63001549_1,MRI PELVIS W & W/O CONTRAST,Outpatient,0614,72197,,0,4623.00,4623.00,4623.00,4623.00
63001580_1,MRI UPPER EXT NO JOINT W/O CON,Inpatient,0614,73218,,0,4804.00,4804.00,4804.00,4804.00
63001580_1,MRI UPPER EXT NO JOINT W/O CON,Outpatient,0614,73218,,0,4804.00,4804.00,4804.00,4804.00
63001663_1,MRI UPPER EXT NO JOINT W/WO CO,Inpatient,0614,73220,,0,5992.00,5992.00,5992.00,5992.00
63001663_1,MRI UPPER EXT NO JOINT W/WO CO,Outpatient,0614,73220,,0,5992.00,5992.00,5992.00,5992.00
63001705_1,MRI UPPER EXT W JOINT W CONTRA,Inpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001705_1,MRI UPPER EXT W JOINT W CONTRA,Outpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001706_1,MRI UPPER EXT W JOINT W CNT LT,Inpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001706_1,MRI UPPER EXT W JOINT W CNT LT,Outpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001707_1,MRI UPPER EXT W JOINT W CNT RT,Inpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001707_1,MRI UPPER EXT W JOINT W CNT RT,Outpatient,0610,73222,,0,4689.00,4689.00,4689.00,4689.00
63001747_1,MRI UPPER EXT W JOINT W/WO CON,Inpatient,0614,73223,,0,7043.00,7043.00,7043.00,7043.00
63001747_1,MRI UPPER EXT W JOINT W/WO CON,Outpatient,0614,73223,,0,7043.00,7043.00,7043.00,7043.00
63001788_1,MRI LOWER EXT NO JOINT WITH CO,Inpatient,0610,73719,,0,5730.00,5730.00,5730.00,5730.00
63001788_1,MRI LOWER EXT NO JOINT WITH CO,Outpatient,0610,73719,,0,5730.00,5730.00,5730.00,5730.00
63001820_1,MRI ANY LOWER EXT JOINT W CON,Inpatient,0614,73722,,0,4689.00,4689.00,4689.00,4689.00
63001820_1,MRI ANY LOWER EXT JOINT W CON,Outpatient,0614,73722,,0,4689.00,4689.00,4689.00,4689.00
63001821_1,MRI ANY LOWR EXT JOINT WCON LT,Inpatient,0610,73722,,0,4689.00,4689.00,4689.00,4689.00
63001821_1,MRI ANY LOWR EXT JOINT WCON LT,Outpatient,0610,73722,,0,4689.00,4689.00,4689.00,4689.00
63001822_1,MRI ANY LOWR EXT JOINT WCON RT,Inpatient,0610,73722,,0,4689.00,4689.00,4689.00,4689.00
63001822_1,MRI ANY LOWR EXT JOINT WCON RT,Outpatient,0610,73722,,0,4689.00,4689.00,4689.00,4689.00
63001861_1,MRI ANY LOWER EXT JOINT W/WO,Inpatient,0614,73723,,0,7043.00,7043.00,7043.00,7043.00
63001861_1,MRI ANY LOWER EXT JOINT W/WO,Outpatient,0614,73723,,0,7043.00,7043.00,7043.00,7043.00
63001903_1,MRI ABDOMEN W CONTRAST,Inpatient,0614,74182,,0,4689.00,4689.00,4689.00,4689.00
63001903_1,MRI ABDOMEN W CONTRAST,Outpatient,0614,74182,,0,4689.00,4689.00,4689.00,4689.00
63001945_1,MRI ABDOMEN W/WO CONTRAST,Inpatient,0614,74183,,0,7058.00,7058.00,7058.00,7058.00
63001945_1,MRI ABDOMEN W/WO CONTRAST,Outpatient,0614,74183,,0,7058.00,7058.00,7058.00,7058.00
63703367_1,MRI TEMPORO MANDIBULLAR JOINT,Inpatient,0610,70336,,0,2723.00,2723.00,2723.00,2723.00
63703367_1,MRI TEMPORO MANDIBULLAR JOINT,Outpatient,0610,70336,,0,2723.00,2723.00,2723.00,2723.00
63705404_1,"MRI ORBITS,FACE&NECK W/O CONTR",Inpatient,0614,70540,,0,4804.00,4804.00,4804.00,4804.00
63705404_1,"MRI ORBITS,FACE&NECK W/O CONTR",Outpatient,0614,70540,,0,4804.00,4804.00,4804.00,4804.00
63705446_1,MRA HEAD WO CON,Inpatient,0615,70544,,0,4804.00,4804.00,4804.00,4804.00
63705446_1,MRA HEAD WO CON,Outpatient,0615,70544,,0,4804.00,4804.00,4804.00,4804.00
63705511_1,MRI BRAIN W/O CONTRAST,Inpatient,0611,70551,,0,4275.00,4275.00,4275.00,4275.00
63705511_1,MRI BRAIN W/O CONTRAST,Outpatient,0611,70551,,0,4275.00,4275.00,4275.00,4275.00
63705529_1,MRI BRAIN CONTRAST,Inpatient,0611,70552,,0,4689.00,4689.00,4689.00,4689.00
