,Procedure #,Procedure Description,CPT/HCPC,Charge,Blue Cross Charge,United Health Charge,Providence Charge,Aetna Charge,Cigna Charge,Moda Charge,First Choice Health Charge,First Choice Health - GSH Charge,EOCCO OP Charge,EOCCO IP Charge,Valenz Health Charge,Pacific Source Charge,PHCS Charge,MODA Advantage OP Charge,De-Identified Minimum Charge,De-Identified Maximum Charge
3037,HGS32720,HGS FECAL CHEMISTRY TEST,84999,291.0,261.90000000000003,261.90000000000003,276.45,276.45,276.45,276.45,270.63,174.6,291.0,291.0,282.27,276.45,276.45,128.33100000000002,291.0,282.27
3038,HGS31072,HGS BLEEDING TIME,85002,94.0,84.60000000000001,84.60000000000001,89.3,89.3,89.3,89.3,87.42,56.4,3.37,3.37,91.17999999999999,89.3,89.3,41.454,3.37,91.17999999999999
3039,HGS32269,HGS SPUN HEMATOCRIT,85013,22.0,19.8,19.8,20.9,20.9,20.9,20.9,20.46,13.2,4.9,4.9,21.34,20.9,20.9,9.702,4.9,21.34
3040,HGS32782,HGS HEMATOCRIT,85014,62.0,55.800000000000004,55.800000000000004,58.9,58.9,58.9,58.9,57.660000000000004,37.199999999999996,1.66,1.66,60.14,58.9,58.9,27.342,1.66,60.14
3041,HGS32711,HGS E HEMATOCRIT,85014,21.0,18.900000000000002,18.900000000000002,19.95,19.95,19.95,19.95,19.53,12.6,1.66,1.66,20.37,19.95,19.95,9.261000000000001,1.66,20.37
3042,HGS32424,HGS HEMOGLOBIN,85018,33.0,29.7,29.7,31.349999999999998,31.349999999999998,31.349999999999998,31.349999999999998,30.69,19.8,1.66,1.66,32.01,31.349999999999998,31.349999999999998,14.553,1.66,32.01
3043,HGS31102,HGS COMPLETE BLOOD COUNT,85025,120.0,108.0,108.0,114.0,114.0,114.0,114.0,111.60000000000001,72.0,5.44,5.44,116.39999999999999,114.0,114.0,52.92,5.44,116.39999999999999
3044,HGS31102,HGS COMPLETE BLOOD COUNT,85025,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,5.44,5.44,14.549999999999999,14.25,14.25,6.615,5.44,14.549999999999999
3045,HGS31102,HGS COMPLETE BLOOD COUNT,85025,51.0,45.9,45.9,48.449999999999996,48.449999999999996,48.449999999999996,48.449999999999996,47.43,30.599999999999998,5.44,5.44,49.47,48.449999999999996,48.449999999999996,22.491,5.44,49.47
3046,HGS31249,HGS HEMOGRAM,85027,82.0,73.8,73.8,77.89999999999999,77.89999999999999,77.89999999999999,77.89999999999999,76.26,49.199999999999996,4.53,4.53,79.53999999999999,77.89999999999999,77.89999999999999,36.162,4.53,79.53999999999999
3047,HGS31249,HGS HEMOGRAM,85027,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,4.53,4.53,39.769999999999996,38.949999999999996,38.949999999999996,18.081,4.53,39.769999999999996
3048,HGS31399,HGS RETICULOCYTE COUNT,85045,72.0,64.8,64.8,68.39999999999999,68.39999999999999,68.39999999999999,68.39999999999999,66.96000000000001,43.199999999999996,2.79,2.79,69.84,68.39999999999999,68.39999999999999,31.752,2.79,69.84
3049,HGS31399,HGS RETICULOCYTE COUNT,85045,51.0,45.9,45.9,48.449999999999996,48.449999999999996,48.449999999999996,48.449999999999996,47.43,30.599999999999998,2.79,2.79,49.47,48.449999999999996,48.449999999999996,22.491,2.79,49.47
3050,HGS32673,"HGS FACTOR VIII, 1-STAGE",85240,61.0,54.9,54.9,57.949999999999996,57.949999999999996,57.949999999999996,57.949999999999996,56.730000000000004,36.6,12.53,12.53,59.17,57.949999999999996,57.949999999999996,26.901,12.53,59.17
3051,HGS32267,HGS RISTOCETIN COFACTOR,85245,161.0,144.9,144.9,152.95,152.95,152.95,152.95,149.73000000000002,96.6,16.06,16.06,156.17,152.95,152.95,71.001,16.06,156.17
3052,4402319,VON WILLEBRAND FACTOR ANTIGEN,85246,166.0,149.4,149.4,157.7,157.7,157.7,157.7,154.38,99.6,16.06,16.06,161.01999999999998,157.7,157.7,73.206,16.06,161.01999999999998
3053,HGS32268,HGS FACTOR 8 VW ANTIGEN,85246,161.0,144.9,144.9,152.95,152.95,152.95,152.95,149.73000000000002,96.6,16.06,16.06,156.17,152.95,152.95,71.001,16.06,156.17
3054,HGS31200,HGS FACTOR 9 ACTIVITY COAG,85250,209.0,188.1,188.1,198.54999999999998,198.54999999999998,198.54999999999998,198.54999999999998,194.37,125.39999999999999,13.33,13.33,202.73,198.54999999999998,198.54999999999998,92.16900000000001,13.33,202.73
3055,HGS32565,"HGS FAC 8 (AHG), 1-STAGE",85250,332.0,298.8,298.8,315.4,315.4,315.4,315.4,308.76,199.2,13.33,13.33,322.03999999999996,315.4,315.4,146.412,13.33,322.03999999999996
3056,HGS32125,HGS FACTOR X,85260,123.0,110.7,110.7,116.85,116.85,116.85,116.85,114.39,73.8,12.53,12.53,119.31,116.85,116.85,54.243,12.53,119.31
3057,HGS85270,HGS FACTOR XI ACTIVITY,85270,95.0,85.5,85.5,90.25,90.25,90.25,90.25,88.35000000000001,57.0,12.53,12.53,92.14999999999999,90.25,90.25,41.895,12.53,92.14999999999999
3058,HGS32300,HGS FACTOR XIII QUALITATIVE,85291,109.0,98.10000000000001,98.10000000000001,103.55,103.55,103.55,103.55,101.37,65.39999999999999,6.38,6.38,105.73,103.55,103.55,48.069,6.38,105.73
3059,HGS31605,HGS ANTITHROBIN III,85300,120.0,108.0,108.0,114.0,114.0,114.0,114.0,111.60000000000001,72.0,8.3,8.3,116.39999999999999,114.0,114.0,52.92,8.3,116.39999999999999
3060,HGS31605,HGS ANTITHROBIN III,85300,145.0,130.5,130.5,137.75,137.75,137.75,137.75,134.85,87.0,8.3,8.3,140.65,137.75,137.75,63.945,8.3,140.65
3061,HGS30095,HGS ANTITHROMBIN III ANTIGENIC,85301,193.0,173.70000000000002,173.70000000000002,183.35,183.35,183.35,183.35,179.49,115.8,7.57,7.57,187.21,183.35,183.35,85.113,7.57,187.21
3062,HGS31373,HGS PROTEIN C ANTIGEN,85302,101.0,90.9,90.9,95.94999999999999,95.94999999999999,95.94999999999999,95.94999999999999,93.93,60.599999999999994,8.41,8.41,97.97,95.94999999999999,95.94999999999999,44.541000000000004,8.41,97.97
3063,HGS31606,HGS PROTEIN C FUNCTIONAL,85303,188.0,169.20000000000002,169.20000000000002,178.6,178.6,178.6,178.6,174.84,112.8,9.69,9.69,182.35999999999999,178.6,178.6,82.908,9.69,182.35999999999999
3064,HGS31604,HGS PROTEIN S TOTAL ANTIGEN,85305,113.0,101.7,101.7,107.35,107.35,107.35,107.35,105.09,67.8,8.13,8.13,109.61,107.35,107.35,49.833000000000006,8.13,109.61
3065,HGS30030,HGS PROTEIN S FUNCTIONAL,85306,268.0,241.20000000000002,241.20000000000002,254.6,254.6,254.6,254.6,249.24,160.79999999999998,10.72,10.72,259.96,254.6,254.6,118.188,10.72,259.96
3066,HGS31847,HGS PROTEIN C ACTIVATED,85307,220.0,198.0,198.0,209.0,209.0,209.0,209.0,204.60000000000002,132.0,10.72,10.72,213.4,209.0,209.0,97.02,10.72,213.4
3067,HGS85307,HGS ACTIVATED PROTEIN C RESISTANCE,85307,82.0,73.8,73.8,77.89999999999999,77.89999999999999,77.89999999999999,77.89999999999999,76.26,49.199999999999996,10.72,10.72,79.53999999999999,77.89999999999999,77.89999999999999,36.162,10.72,79.53999999999999
3068,HGS31826,HGS FACTOR VIII INHIBITOR/ANTIBODY,85335,244.0,219.6,219.6,231.79999999999998,231.79999999999998,231.79999999999998,231.79999999999998,226.92000000000002,146.4,9.01,9.01,236.68,231.79999999999998,231.79999999999998,107.604,9.01,236.68
3069,HGS32566,HGS FACTOR INHIB TEST,85335,381.0,342.90000000000003,342.90000000000003,361.95,361.95,361.95,361.95,354.33000000000004,228.6,9.01,9.01,369.57,361.95,361.95,168.021,9.01,369.57
3070,HGS31201,HGS FIBRINOGEN DEGRADATION PRODUCT,85362,108.0,97.2,97.2,102.6,102.6,102.6,102.6,100.44000000000001,64.8,4.82,4.82,104.75999999999999,102.6,102.6,47.628,4.82,104.75999999999999
3071,HGS31652,HGS D - DIMER QUANTITATIVE FIBER S,85379,251.0,225.9,225.9,238.45,238.45,238.45,238.45,233.43,150.6,7.13,7.13,243.47,238.45,238.45,110.691,7.13,243.47
3072,HGS31652,HGS D - DIMER QUANTITATIVE FIBER S,85379,137.0,123.3,123.3,130.15,130.15,130.15,130.15,127.41000000000001,82.2,7.13,7.13,132.89,130.15,130.15,60.417,7.13,132.89
3073,HGS31208,HGS FIBRINOGEN LEVEL,85384,150.0,135.0,135.0,142.5,142.5,142.5,142.5,139.5,90.0,6.8,6.8,145.5,142.5,142.5,66.15,6.8,145.5
3074,HGS31208,HGS FIBRINOGEN LEVEL,85384,94.0,84.60000000000001,84.60000000000001,89.3,89.3,89.3,89.3,87.42,56.4,6.8,6.8,91.17999999999999,89.3,89.3,41.454,6.8,91.17999999999999
3075,HGS36225,HGS ALPHA-2-ANTIPLASMIN,85410,82.0,73.8,73.8,77.89999999999999,77.89999999999999,77.89999999999999,77.89999999999999,76.26,49.199999999999996,5.4,5.4,79.53999999999999,77.89999999999999,77.89999999999999,36.162,5.4,79.53999999999999
3076,HGS31977,HGS PLASMINONGEN ACTIVATOR INHIB-1,85415,294.0,264.6,264.6,279.3,279.3,279.3,279.3,273.42,176.4,12.03,12.03,285.18,279.3,279.3,129.654,12.03,285.18
3077,HGS85460,HGS KLEIHAUER BETKE STAIN,85460,324.0,291.6,291.6,307.8,307.8,307.8,307.8,301.32,194.4,5.41,5.41,314.28,307.8,307.8,142.884,5.41,314.28
3078,HGS32760,HGS KLEIHAUER BETKE,85460,324.0,291.6,291.6,307.8,307.8,307.8,307.8,301.32,194.4,5.41,5.41,314.28,307.8,307.8,142.884,5.41,314.28
3079,HGS32244,HGS HEPARIN ANTI-XA,85520,298.0,268.2,268.2,283.09999999999997,283.09999999999997,283.09999999999997,283.09999999999997,277.14,178.79999999999998,9.16,9.16,289.06,283.09999999999997,283.09999999999997,131.418,9.16,289.06
3080,HGS31683,HGS LYSOZYME,85549,211.0,189.9,189.9,200.45,200.45,200.45,200.45,196.23000000000002,126.6,13.13,13.13,204.67,200.45,200.45,93.05099999999999,13.13,204.67
3081,HGS32696,HGS PLT AGGREGATION IN VITRO EA AG,85576,155.0,139.5,139.5,147.25,147.25,147.25,147.25,144.15,93.0,13.13,13.13,150.35,147.25,147.25,68.355,13.13,150.35
3082,HGS85507,HGS PHOSPHOLIPID PLATELET NEUTRALIZATION,85597,141.0,126.9,126.9,133.95,133.95,133.95,133.95,131.13,84.6,12.59,12.59,136.77,133.95,133.95,62.181000000000004,12.59,136.77
3083,HGS32750,HGS HEXAGNAL PHOSPH PLTLT NEUTRL,85598,272.0,244.8,244.8,258.4,258.4,258.4,258.4,252.96,163.2,12.59,12.59,263.84,258.4,258.4,119.952,12.59,263.84
3084,85610,PROTHROMBIN TIME,85610,15.0,13.5,13.5,14.25,14.25,14.25,14.25,13.950000000000001,9.0,3.0,3.0,14.549999999999999,14.25,14.25,6.615,3.0,14.549999999999999
3085,4495057,PROTHROMBIN TIME WITH INR POC,85610,72.0,64.8,64.8,68.39999999999999,68.39999999999999,68.39999999999999,68.39999999999999,66.96000000000001,43.199999999999996,3.0,3.0,69.84,68.39999999999999,68.39999999999999,31.752,3.0,69.84
3086,4421707,PROTHROMBIN TIME   INR,85610,72.0,64.8,64.8,68.39999999999999,68.39999999999999,68.39999999999999,68.39999999999999,66.96000000000001,43.199999999999996,3.0,3.0,69.84,68.39999999999999,68.39999999999999,31.752,3.0,69.84
3087,HGS31380,HGS PROTHROMBIN TIME,85610,75.0,67.5,67.5,71.25,71.25,71.25,71.25,69.75,45.0,3.0,3.0,72.75,71.25,71.25,33.075,3.0,72.75
3088,HGS31380,HGS PROTHROMBIN TIME,85610,19.0,17.1,17.1,18.05,18.05,18.05,18.05,17.67,11.4,3.0,3.0,18.43,18.05,18.05,8.379,3.0,18.43
3089,HGS31380,HGS PROTHROMBIN TIME,85610,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,3.0,3.0,39.769999999999996,38.949999999999996,38.949999999999996,18.081,3.0,39.769999999999996
3090,HGS80939,HGS PROTHROMBIN TIME-FAC,85610,64.0,57.6,57.6,60.8,60.8,60.8,60.8,59.52,38.4,3.0,3.0,62.08,60.8,60.8,28.224,3.0,62.08
3091,HGS31526,HGS PROTHROMBIN TIME,85610,73.0,65.7,65.7,69.35,69.35,69.35,69.35,67.89,43.8,3.0,3.0,70.81,69.35,69.35,32.193000000000005,3.0,70.81
3092,HGS31526,HGS PROTHROMBIN TIME,85610,35.0,31.5,31.5,33.25,33.25,33.25,33.25,32.550000000000004,21.0,3.0,3.0,33.949999999999996,33.25,33.25,15.435,3.0,33.949999999999996
3093,HGS32275,HGS PROTHOMBIN TEST,85611,35.0,31.5,31.5,33.25,33.25,33.25,33.25,32.550000000000004,21.0,2.76,2.76,33.949999999999996,33.25,33.25,15.435,2.76,33.949999999999996
3094,HGS32286,HGS VIPER VENOM SCR,85612,53.0,47.7,47.7,50.349999999999994,50.349999999999994,50.349999999999994,50.349999999999994,49.29,31.799999999999997,12.24,12.24,51.41,50.349999999999994,50.349999999999994,23.372999999999998,12.24,51.41
3095,HGS31682,HGS RUSSELL VIPER DILUTED,85613,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,6.71,6.71,162.96,159.6,159.6,74.08800000000001,6.71,162.96
3096,HGS856131,HGS DRVVT CONFIRMATION,85613,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,6.71,6.71,162.96,159.6,159.6,74.08800000000001,6.71,162.96
3097,HGS856132,HGS CRVVT MIX,85613,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,6.71,6.71,162.96,159.6,159.6,74.08800000000001,6.71,162.96
3098,HGS856133,CRVVT,85613,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,6.71,6.71,162.96,159.6,159.6,74.08800000000001,6.71,162.96
3099,HGS31415,HGS SEDIMENTATION RATE,85652,79.0,71.10000000000001,71.10000000000001,75.05,75.05,75.05,75.05,73.47,47.4,1.89,1.89,76.63,75.05,75.05,34.839,1.89,76.63
3100,HGS31415,HGS SEDIMENTATION RATE,85652,33.0,29.7,29.7,31.349999999999998,31.349999999999998,31.349999999999998,31.349999999999998,30.69,19.8,1.89,1.89,32.01,31.349999999999998,31.349999999999998,14.553,1.89,32.01
3101,HGS85660,HGS RBC SICKLE CELL TEST,85660,81.0,72.9,72.9,76.95,76.95,76.95,76.95,75.33,48.6,3.86,3.86,78.57,76.95,76.95,35.721,3.86,78.57
3102,HGS32052,HGS SICKLE CELL,85660,48.0,43.2,43.2,45.599999999999994,45.599999999999994,45.599999999999994,45.599999999999994,44.64,28.799999999999997,3.86,3.86,46.56,45.599999999999994,45.599999999999994,21.168000000000003,3.86,46.56
3103,HGS30088,HGS THROMBIN TIME,85670,123.0,110.7,110.7,116.85,116.85,116.85,116.85,114.39,73.8,4.04,4.04,119.31,116.85,116.85,54.243,4.04,119.31
3104,HGS856701,HGS THROMBIN TIME MIX,85670,123.0,110.7,110.7,116.85,116.85,116.85,116.85,114.39,73.8,4.04,4.04,119.31,116.85,116.85,54.243,4.04,119.31
3105,HGS856702,HGS THROMBIN NEUTRALIZATION,85670,123.0,110.7,110.7,116.85,116.85,116.85,116.85,114.39,73.8,4.04,4.04,119.31,116.85,116.85,54.243,4.04,119.31
3106,HGS85705,"HGS THROMBOPLASTIN INHIBITION (PANEL 85732,85613,85670)",85705,352.0,316.8,316.8,334.4,334.4,334.4,334.4,327.36,211.2,6.74,6.74,341.44,334.4,334.4,155.232,6.74,341.44
3107,HGS31527,HGS APTT,85730,96.0,86.4,86.4,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,89.28,57.599999999999994,4.21,4.21,93.12,91.19999999999999,91.19999999999999,42.336000000000006,4.21,93.12
3108,HGS31527,HGS APTT,85730,23.0,20.7,20.7,21.849999999999998,21.849999999999998,21.849999999999998,21.849999999999998,21.39,13.799999999999999,4.21,4.21,22.31,21.849999999999998,21.849999999999998,10.143,4.21,22.31
3109,HGS31527,HGS APTT,85730,41.0,36.9,36.9,38.949999999999996,38.949999999999996,38.949999999999996,38.949999999999996,38.13,24.599999999999998,4.21,4.21,39.769999999999996,38.949999999999996,38.949999999999996,18.081,4.21,39.769999999999996
3110,HGS32277,HGS THOMBIN TIME PARTIAL,85732,56.0,50.4,50.4,53.199999999999996,53.199999999999996,53.199999999999996,53.199999999999996,52.080000000000005,33.6,4.53,4.53,54.32,53.199999999999996,53.199999999999996,24.696,4.53,54.32
3111,HGS85732,HGS PTT MIXING PROFILE,85732,97.0,87.3,87.3,92.14999999999999,92.14999999999999,92.14999999999999,92.14999999999999,90.21000000000001,58.199999999999996,4.53,4.53,94.09,92.14999999999999,92.14999999999999,42.777,4.53,94.09
3112,HGS31990,HGS SERUM VISCOSITY,85810,160.0,144.0,144.0,152.0,152.0,152.0,152.0,148.8,96.0,8.17,8.17,155.2,152.0,152.0,70.56,8.17,155.2
3113,HGS86001,HGS ALLERGEN IGG,86001,73.0,65.7,65.7,69.35,69.35,69.35,69.35,67.89,43.8,73.0,73.0,70.81,69.35,69.35,32.193000000000005,73.0,70.81
3114,4202974,RAST ALLERGEN TESTING,86003,167.0,150.3,150.3,158.65,158.65,158.65,158.65,155.31,100.2,3.65,3.65,161.99,158.65,158.65,73.647,3.65,161.99
3115,HGS86003,HGS HYMENOPTERA PROFILE,86003,226.0,203.4,203.4,214.7,214.7,214.7,214.7,210.18,135.6,3.65,3.65,219.22,214.7,214.7,99.66600000000001,3.65,219.22
3116,HGS31390,HGS CEDAR/RED TREE ALLERGEN,86003,240.0,216.0,216.0,228.0,228.0,228.0,228.0,223.20000000000002,144.0,3.65,3.65,232.79999999999998,228.0,228.0,105.84,3.65,232.79999999999998
3117,HGS32134,HGS IMMUNOCAP ALLERGEN IGE,86003,26.0,23.400000000000002,23.400000000000002,24.7,24.7,24.7,24.7,24.18,15.6,3.65,3.65,25.22,24.7,24.7,11.466000000000001,3.65,25.22
3118,HGS32134,HGS IMMUNOCAP ALLERGEN IGE,86003,27.0,24.3,24.3,25.65,25.65,25.65,25.65,25.110000000000003,16.2,3.65,3.65,26.189999999999998,25.65,25.65,11.907,3.65,26.189999999999998
3119,HGS86008,HGS ALLG SPEC IGE RECOMB EA,86008,44.0,39.6,39.6,41.8,41.8,41.8,41.8,40.92,26.4,12.55,12.55,42.68,41.8,41.8,19.404,12.55,42.68
3120,HGS86015,HGS ACTIN (SMOOTH MUSCLE) ANTIBODY,86015,13.0,11.700000000000001,11.700000000000001,12.35,12.35,12.35,12.35,12.09,7.8,13.0,13.0,12.61,12.35,12.35,5.7330000000000005,13.0,12.61
3121,4650701,HLA NEW PT WORKUP-PLATELET ANTIBODY,86022,334.0,300.6,300.6,317.3,317.3,317.3,317.3,310.62,200.4,12.86,12.86,323.98,317.3,317.3,147.294,12.86,323.98
3122,HGS31355,HGS PLATELET ANTIBODY,86022,315.0,283.5,283.5,299.25,299.25,299.25,299.25,292.95,189.0,12.86,12.86,305.55,299.25,299.25,138.915,12.86,305.55
3123,HGS32349,HGS HEPARIN INDUCED AB,86022,315.0,283.5,283.5,299.25,299.25,299.25,299.25,292.95,189.0,12.86,12.86,305.55,299.25,299.25,138.915,12.86,305.55
3124,HGS32648,HGS HIT PF4 AB,86022,86.0,77.4,77.4,81.7,81.7,81.7,81.7,79.98,51.6,12.86,12.86,83.42,81.7,81.7,37.926,12.86,83.42
3125,HGS32201,HGS PLATELET ASSOCIATED AB,86023,111.0,99.9,99.9,105.44999999999999,105.44999999999999,105.44999999999999,105.44999999999999,103.23,66.6,8.72,8.72,107.67,105.44999999999999,105.44999999999999,48.951,8.72,107.67
3126,HGS8603701,HGS CYTOPLASMIC (C- ANCA) TITER,86037,30.0,27.0,27.0,28.5,28.5,28.5,28.5,27.900000000000002,18.0,30.0,30.0,29.099999999999998,28.5,28.5,13.23,30.0,29.099999999999998
3127,HGS8603702,HGS PERINUCLEAR (P-ANCA) TITER,86037,30.0,27.0,27.0,28.5,28.5,28.5,28.5,27.900000000000002,18.0,30.0,30.0,29.099999999999998,28.5,28.5,13.23,30.0,29.099999999999998
3128,HGS8603703,HGS ATYPICAL PANCA TITER,86037,30.0,27.0,27.0,28.5,28.5,28.5,28.5,27.900000000000002,18.0,30.0,30.0,29.099999999999998,28.5,28.5,13.23,30.0,29.099999999999998
3129,HGS31530,HGS ANTINUCLEAR ANTIBODY ANA,86038,109.0,98.10000000000001,98.10000000000001,103.55,103.55,103.55,103.55,101.37,65.39999999999999,8.46,8.46,105.73,103.55,103.55,48.069,8.46,105.73
3130,HGS31530,HGS ANTINUCLEAR ANTIBODY ANA,86038,60.0,54.0,54.0,57.0,57.0,57.0,57.0,55.800000000000004,36.0,8.46,8.46,58.199999999999996,57.0,57.0,26.46,8.46,58.199999999999996
3131,HGS86038,HGS ANTI-NUCLEAR AB TITER BY IFA,86038,31.0,27.900000000000002,27.900000000000002,29.45,29.45,29.45,29.45,28.830000000000002,18.599999999999998,8.46,8.46,30.07,29.45,29.45,13.671,8.46,30.07
3132,HGS30044,HGS PAN - ANTI NUCLEAR ANTIBODY,86039,150.0,135.0,135.0,142.5,142.5,142.5,142.5,139.5,90.0,7.81,7.81,145.5,142.5,142.5,66.15,7.81,145.5
3133,HGS31039,HGS ANTI-NUCLEAR ANTIBODY,86039,89.0,80.10000000000001,80.10000000000001,84.55,84.55,84.55,84.55,82.77000000000001,53.4,7.81,7.81,86.33,84.55,84.55,39.248999999999995,7.81,86.33
3134,HGS31063,HGS ANTISTREPTOLYSIN O TITER,86060,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,5.11,5.11,162.96,159.6,159.6,74.08800000000001,5.11,162.96
3135,HGS31063,HGS ANTISTREPTOLYSIN O TITER,86060,77.0,69.3,69.3,73.14999999999999,73.14999999999999,73.14999999999999,73.14999999999999,71.61,46.199999999999996,5.11,5.11,74.69,73.14999999999999,73.14999999999999,33.957,5.11,74.69
3136,HGS30046,HGS C REACTIVE PROTEIN,86140,79.0,71.10000000000001,71.10000000000001,75.05,75.05,75.05,75.05,73.47,47.4,3.63,3.63,76.63,75.05,75.05,34.839,3.63,76.63
3137,HGS30046,HGS C REACTIVE PROTEIN,86140,53.0,47.7,47.7,50.349999999999994,50.349999999999994,50.349999999999994,50.349999999999994,49.29,31.799999999999997,3.63,3.63,51.41,50.349999999999994,50.349999999999994,23.372999999999998,3.63,51.41
3138,HGS31656,HGS C-REACTIVE PROTEIN QUANTITATIV,86141,123.0,110.7,110.7,116.85,116.85,116.85,116.85,114.39,73.8,9.07,9.07,119.31,116.85,116.85,54.243,9.07,119.31
3139,HGS31656,HGS C-REACTIVE PROTEIN QUANTITATIV,86141,77.0,69.3,69.3,73.14999999999999,73.14999999999999,73.14999999999999,73.14999999999999,71.61,46.199999999999996,9.07,9.07,74.69,73.14999999999999,73.14999999999999,33.957,9.07,74.69
3140,HGS32223,HGS B2 GLYCOPROTEIN AB,86146,140.0,126.0,126.0,133.0,133.0,133.0,133.0,130.20000000000002,84.0,17.82,17.82,135.79999999999998,133.0,133.0,61.74,17.82,135.79999999999998
3141,HGS86146,"HGS BETA 2 GLYCOPROTEIN, IMMUNOGLOBULIN",86146,38.0,34.2,34.2,36.1,36.1,36.1,36.1,35.34,22.8,17.82,17.82,36.86,36.1,36.1,16.758,17.82,36.86
3142,HGS861461,HGS BETA 2 GLYCOPROTEIN IGG,86146,95.0,85.5,85.5,90.25,90.25,90.25,90.25,88.35000000000001,57.0,17.82,17.82,92.14999999999999,90.25,90.25,41.895,17.82,92.14999999999999
3143,HGS861462,HGS BETA 2 GLYCOPROTEIN IGM,86146,95.0,85.5,85.5,90.25,90.25,90.25,90.25,88.35000000000001,57.0,17.82,17.82,92.14999999999999,90.25,90.25,41.895,17.82,92.14999999999999
3144,HGS31099,HGS CARDIOLIPIN ANTIBODY,86147,185.0,166.5,166.5,175.75,175.75,175.75,175.75,172.05,111.0,17.82,17.82,179.45,175.75,175.75,81.58500000000001,17.82,179.45
3145,HGS31099,HGS CARDIOLIPIN ANTIBODY,86147,191.0,171.9,171.9,181.45,181.45,181.45,181.45,177.63,114.6,17.82,17.82,185.26999999999998,181.45,181.45,84.23100000000001,17.82,185.26999999999998
3146,HGS32394,"HGS PHOSPHATIDYLSERINE ABS, IgGAM",86148,156.0,140.4,140.4,148.2,148.2,148.2,148.2,145.08,93.6,11.25,11.25,151.32,148.2,148.2,68.79599999999999,11.25,151.32
3147,HGS31681,HGS ANTI PHOSPHOLIPID AB,86148,306.0,275.40000000000003,275.40000000000003,290.7,290.7,290.7,290.7,284.58000000000004,183.6,11.25,11.25,296.82,290.7,290.7,134.946,11.25,296.82
3148,HGS31012,HGS AGGLUTININS COLD,86157,168.0,151.20000000000002,151.20000000000002,159.6,159.6,159.6,159.6,156.24,100.8,5.64,5.64,162.96,159.6,159.6,74.08800000000001,5.64,162.96
3149,HGS31012,HGS AGGLUTININS COLD,86157,72.0,64.8,64.8,68.39999999999999,68.39999999999999,68.39999999999999,68.39999999999999,66.96000000000001,43.199999999999996,5.64,5.64,69.84,68.39999999999999,68.39999999999999,31.752,5.64,69.84
3150,HGS31134,HGS COMPLEMENT EACH COMPONENT,86160,120.0,108.0,108.0,114.0,114.0,114.0,114.0,111.60000000000001,72.0,8.4,8.4,116.39999999999999,114.0,114.0,52.92,8.4,116.39999999999999
3151,HGS31134,HGS COMPLEMENT EACH COMPONENT,86160,130.0,117.0,117.0,123.5,123.5,123.5,123.5,120.9,78.0,8.4,8.4,126.1,123.5,123.5,57.330000000000005,8.4,126.1
3152,HGS31120,HGS C1 ESTERASE INHIBITOR,86161,234.0,210.6,210.6,222.29999999999998,222.29999999999998,222.29999999999998,222.29999999999998,217.62,140.4,8.4,8.4,226.98,222.29999999999998,222.29999999999998,103.194,8.4,226.98
3153,HGS31133,HGS COMPLEMENT CH50,86162,159.0,143.1,143.1,151.04999999999998,151.04999999999998,151.04999999999998,151.04999999999998,147.87,95.39999999999999,14.22,14.22,154.23,151.04999999999998,151.04999999999998,70.119,14.22,154.23
3154,HGS31133,HGS COMPLEMENT CH50,86162,141.0,126.9,126.9,133.95,133.95,133.95,133.95,131.13,84.6,14.22,14.22,136.77,133.95,133.95,62.181000000000004,14.22,136.77
3155,HGS32310,HGS CCP ANTIBODY IGG,86200,98.0,88.2,88.2,93.1,93.1,93.1,93.1,91.14,58.8,9.07,9.07,95.06,93.1,93.1,43.217999999999996,9.07,95.06
3156,HGS32242,HGS DNASE AB,86215,117.0,105.3,105.3,111.14999999999999,111.14999999999999,111.14999999999999,111.14999999999999,108.81,70.2,9.28,9.28,113.49,111.14999999999999,111.14999999999999,51.597,9.28,113.49
3157,HGS31046,HGS ANTI-DNA,86225,212.0,190.8,190.8,201.39999999999998,201.39999999999998,201.39999999999998,201.39999999999998,197.16,127.19999999999999,9.62,9.62,205.64,201.39999999999998,201.39999999999998,93.49199999999999,9.62,205.64
3158,HGS31047,HGS ANTI-DNA SCREEN,86225,52.0,46.800000000000004,46.800000000000004,49.4,49.4,49.4,49.4,48.36,31.2,9.62,9.62,50.44,49.4,49.4,22.932000000000002,9.62,50.44
3159,4339859,JO-1 ANTIBODY,86235,87.0,78.3,78.3,82.64999999999999,82.64999999999999,82.64999999999999,82.64999999999999,80.91000000000001,52.199999999999996,12.55,12.55,84.39,82.64999999999999,82.64999999999999,38.367,12.55,84.39
