,Charge Code,Description,CPT/HCPCS Code,Price
4200,30101302.0,Hc Niacin (vitamin B3) *72,84591,80.0
4201,30101303.0,Hc Spectrophotometry Analyte Nes *72,84311,6.5
4202,30101304.0,Hc Porphyrins Total W/ Reflex To Fractionation *72,84311,152.24
4203,30101305.0,Hc Porphyrins Total *72,84311,6.48
4204,30101306.0,Hc Thallium *72,83018,19.52
4205,30101307.0,Hc Cortisone Urine Free By Lc-ms/ms *72,83789,31.19
4206,30101308.0,Hc Testosterone Free & Total Ed/lc-ms/ms *72,84402,22.66
4207,30101309.0,Hc Aldosterone Serum *72,82088,36.22
4208,30101310.0,HC INSULIN-GRWTH FCT (GF1) W CLCTD Z SCORE -Ã*72,84305,18.39
4209,30101311.0,Hc Thyroxine *72,84436,6.03
4210,30101312.0,Hc Beta-2 Glycoprotein 1 Antibdy Igm *72,86146,20.47
4211,30101313.0,Hc Drug Assay Adalimumab,80145,656.0
4212,30101314.0,Hc Drug Assay Posaconazole,80187,656.0
4213,30101315.0,Hc Drug Assay Infliximab,80230,656.0
4214,30101316.0,Hc Drug Assay Lacosamide,80235,656.0
4215,30101317.0,Hc Drug Assay Vedolizumab,80280,656.0
4216,30101318.0,Hc Drug Assay Voriconazole,80285,656.0
4217,30101319.0,"Hc Itraconazole, Qnt *72",80299,12.59
4218,30101320.0,Hc Fluconazole Qnt*72,80299,12.59
4219,30101321.0,Hc Voriconazole Qnt *72,80299,12.59
4220,30101322.0,Hc Posaconazole Qnt *72,80299,12.59
4221,30101323.0,Hc Follicle Stimulating Hormone<18 Yrs *72,83001,16.41
4222,30101324.0,Hc Luteinizing Hormone <18 Yrs *72,83002,16.38
4223,30101325.0,Hc Thiopurine Metabolites *18,80299,104.55
4224,30101326.0,Hc Antinucleaar Ab (ana) Hep-2 Igg W/ Rflx *72,86039,9.92
4225,30101327.0,Hc Dsdna Ab Igg W/rfc To Ifa Titer *72,86225,12.25
4226,30101328.0,Hc Dsdna (crithidia Luciliae) Ab Igg By Ifa *72,86256,10.39
4227,30101329.0,Hc Ssb (la) (ena) Ab Igg *72,86235,14.59
4228,30101330.0,Hc Pm/scl-100 Ab Igg By Immunoblot *72,86235,14.59
4229,30101331.0,Hc Ssa 52 (ro) (ena) Ab Igg *72,86235,14.59
4230,30101332.0,Hc Ssa 60 (ro) (ena) Ab Igg *72,86235,14.59
4231,30101333.0,Hc Fibrillarin (u3) Ab Igg *72,86235,14.59
4232,30101334.0,Hc Voriconazole Qnt By Lc-ms/ms *72,80285,21.69
4233,30101335.0,HC DRUG ASSAY ACETAMINOPHEN,80143,496.0
4234,30101336.0,HC DRUG ASSAY AMIODARONE,80151,496.0
4235,30101337.0,"HC ASY CARBAMAZEPIN 10,11-EPXID",80161,496.0
4236,30101338.0,HC DRUG ASSAY FELBAMATE,80167,496.0
4237,30101339.0,HC DRUG ASSAY SALICYLATE,80179,496.0
4238,30101340.0,HC DRUG ASSAY FLECAINIDE,80181,496.0
4239,30101341.0,HC DRUG ASSAY ITRACONZAOLE,80189,496.0
4240,30101342.0,HC DRUG ASSAY LEFLUNOMIDE,80193,496.0
4241,30101343.0,HC DRUG ASSAY METHOTREXATE,80204,496.0
4242,30101344.0,HC DRUG ASSAY RUFINAMIDE,80210,496.0
4243,30101345.0,HC FLECAINIDE *72,80181,18.64
4244,30101346.0,HC AMIODARONE & METABOLITE *72,80151,18.64
4245,30101347.0,HC CARBAMAZEPINE TOTAL *72,80156,12.61
4246,30101348.0,HC FELBAMATE *72,80167,18.64
4247,30101349.0,HC RUFINAMIDE SERUM/PLASMA *72,80210,27.11
4248,30101350.0,HC METHOTREXATE SENSITIVE *72,80204,18.64
4249,30101351.0,HC FELBAMATE *18,80167,14.89
4250,30101352.0,HC AMIODARONE*18,80151,14.89
4251,30101353.0,HC DEOXYCORTICOSTERONE *48,82633,95.75
4252,30101354.0,HC IA -ÃNON INFECTIOUS AB OR AG *72,83516,8.61
4253,30101355.0,HC ENA AB TO NRNP SSA/B SCL JO1 SM -ÃRNP*72,86235,14.57
4254,30101356.0,HC WESTERN BLOT *72,84182,19.6
4255,30101357.0,HC POCT GLUCOSE,82962,17.0
4256,30101358.0,HC DRUG SCREEN QUAL MX CLASS IMMUNASSAY,82077,360.0
4257,30101359.0,HC VITAMIN B5 SERUM*72,84591,80.0
4258,30101360.0,HC VITAMIN D 25-HYDROXY D2 D3,0038U,125.0
4259,30101361.0,HC PATH CLIN CONSLTJ SF 5-20,80503,321.0
4260,30101362.0,HC PATH CLIN CONSLTJ MOD 21-40,80504,964.0
4261,30101363.0,HC PATH CLIN CONSLTJ HIGH 41-60,80505,964.0
4262,30101364.0,HC PATH CLIN CONSLTJ PROLNG SVC,80506,257.0
4263,30101365.0,HC KAPPA LIGHT CHAIN QUANTITATIVE,83521,72.0
4264,30101366.0,HC LAMBDA LIGHT CHAIN QUANTITATIVE,83521,72.0
4265,30101367.0,HC MITOCHONDRIAL M2 AB *72,86381,8.6
4266,30101368.0,HC F-ACTIN (SMOOTH MUSCLE) *72,86015,8.6
4267,30101369.0,HC GLIADIN PEPTIDE ANTIBODIES IGA *72,86258,8.6
4268,30101370.0,HC GLIADIN PEPTIDE ANTIBODIES IGG *72,86258,8.6
4269,30101371.0,HC INTERLEUKIN 6 *72,83529,17.27
4270,30101372.0,HC VOLTAGE-GATED CALCIUM CH *72,86596,12.27
4271,30101373.0,HC TISSUE TRANSGLUTAMINASE *72,86364,8.6
4272,30101374.0,HC AQUAPORIN-4 RECEPTOR ANT CSF *72,86052,300.0
4273,30101375.0,HC RFX AQUAPORIN-4 RECEP W REF TITER SERUM *72,86052,10.71
4274,30101376.0,HC MOG IGG AB W/ REFLEX TO TITER *72,86362,10.71
4275,30101377.0,HC PANCREATIC ELASTASE FEC *72,82653,17.27
4276,30101378.0,HC ANCA IFA PATTERN/TITER *72,86036,10.71
4277,30101379.0,HC TRIIODOTHYRONINE (T3) *48,84481,118.4
4278,30101380.0,HC LUTEINIZING HORMONE PED *48,83002,55.0
4279,30101381.0,HC PORPHYRINS TOTAL W/ REFLEX TO FRACTIONATION *45,84311,152.24
4280,30101382.0,HC PORPHYRINS FRACTIONATION PLASMA *45,82542,211.04
4281,30101383.0,HC THIOPURINE METABOLITES *45,80299,129.78
4282,30101384.0,HC SULFONYLUREA HYPOGLYCEMI -ÃPNL UR*140,80377,134.59
4283,30110298.0,Hc Troponin I,84484,71.0
4284,30110299.0,Hc Magnesium Ob,83735,42.0
4285,30110300.0,Hc Eval Amniotic Fluid Protein,84112,563.0
4286,30110301.0,Hc Drug Test Presmp Inst Assist Ea Dos,80306,99.0
4287,30110302.0,Hc Assay Of Estradiol,82670,179.0
4288,30110303.0,Hc Glucose Blood Reagent Strip,82948,28.0
4289,30110304.0,Hc Glucose Blood By Monitoring Dev,82962,17.0
4290,30110305.0,Hc Assay Of Homocystine,83090,105.0
4291,30110306.0,Hc Assay Of Myoglobin,83874,80.0
4292,30110307.0,Hc Eval Of Cervicovag Pamg-1 Pp12,84112,547.0
4293,30110308.0,Hc Assay Of Progesterone,84144,129.0
4294,30110309.0,Hc Assay Of Psa Free,84154,113.0
4295,30110310.0,Hc Poct Gastric Occult Blood,82274,106.0
4296,30110311.0,Hc Tobramycin Peak,80200,101.0
4297,30110312.0,Hc Tobramycin Trough,80200,101.0
4298,30110313.0,Hc Porphyrins Fractionation Plasma *72,82542,211.04
4299,30110314.0,"HC CASPR2 AB TITER IGG BY IFA, SERUM *72",86256,10.39
4300,30110315.0,"HC AMPA RECEPTOR IGG AB SERUM, TITER *72",86256,10.39
4301,30110316.0,"HC GABA-B RECEPTOR IGG AB SERUM, TITER *72",86256,10.39
4302,30110317.0,"HC DPPX IGG AB TITER, SERUM *72",86256,280.0
4303,30200096.0,"Hc Ife,serum",86334,139.0
4304,30200097.0,Hc Complement C'3,86160,75.0
4305,30200098.0,Hc C-reactive Protein,86140,33.0
4306,30200099.0,Hc Complement C'4,86160,75.0
4307,30200100.0,Hc Ifecryoglobulin,86334,139.0
4308,30200101.0,"Hc Ife,urine",86334,139.0
4309,30200102.0,Hc Anti Hbs,86706,67.0
4310,30200103.0,Hc Anti-hav Total*18,86708,13.82
4311,30200104.0,"Hc Anti-hb Core,total *18",86704,31.0
4312,30200105.0,Hc Anti-hbe *18,86707,12.58
4313,30200106.0,Hc Anti-thyroid Peroxidase *18,86376,15.82
4314,30200107.0,Hc Antithyroglobin *18,86800,17.29
4315,30200108.0,Hc Ca 27-29 *18,86300,12.0
4316,30200109.0,Hc Ca-125 *18,86316,21.45
4317,30200110.0,Hc Complement Total *18,86162,22.09
4318,30200111.0,Hc Anti-hav (igm),86709,70.0
4319,30200112.0,Hc Anti-hbc (igm),86705,72.0
4320,30200113.0,Hc Anti-hcv,86803,87.0
4321,30200114.0,Hc Anti-hu *18,86255,157.5
4322,30200115.0,Hc Liver Kidney Microsom Ab *18,86376,13.11
4323,30200116.0,Hc Anti-yo *18,86255,70.0
4324,30200117.0,Hc Anti-yo Csf *18,86255,65.0
4325,30200118.0,Hc Complement C'2 *18,86160,13.06
4326,30200119.0,Hc Complement C'5 *18,86160,48.0
4327,30200120.0,Hc Ca 19-9 *18,86316,22.62
4328,30200121.0,Hc Hepatitis Delta Ab *18,86692,18.66
4329,30200122.0,Hc Insulin *18,86337,12.54
4330,30200123.0,Hc Islet Cell Ab *18,86341,13.11
4331,30200124.0,Hc Ca 15-3       *18,86316,12.0
4332,30200125.0,Hc Quest Tso Fee*18,99001,25.0
4333,30200126.0,"Hc Anti-thyroid, Peroxidase",86376,89.0
4334,30200127.0,Hc Antithyroglobulin,86800,99.0
4335,30200128.0,Hc Chromogranin A*18,86316,35.0
4336,30200129.0,"Hc Anti-hb Core, Total",86704,75.0
4337,30200130.0,"Hc Anti-hav, Total",86708,77.0
4338,30200131.0,Hc C1 Inhibitor Fxnl *18,86161,14.08
4339,30200132.0,Hc Casein-cow Milk *18,86001,18.5
4340,30200133.0,Hc Allergen Specific *104,86003,14.51
4341,30200134.0,Hc Fluorescent Ab Scrn Ea Ab *18,86255,35.0
4342,30200135.0,"Hc T-cell,total",86359,233.0
4343,30200136.0,Hc Cd4/cd8 Ratio,86360,291.0
4344,30200137.0,Hc Anti-dna Antibody *18,86255,13.11
4345,30200138.0,Hc Anti-dnase B Antibody *18,86215,14.4
4346,30200139.0,Hc Anti-sm/rnp Antibody *18,86235,15.0
4347,30200140.0,Hc Anti-sm Antibody *18,86235,15.0
4348,30200141.0,Hc Anti-mitochondrial Ab *18,86255,13.11
4349,30200142.0,Hc Antinuclear Antibody,86308,33.0
4350,30200143.0,Hc Antinuclear Ab Titer,86309,40.0
4351,30200144.0,Hc Antistreptolysin O Ab,86063,36.0
4352,30200145.0,Hc Antistreptolysin O Abtiter,86060,45.0
4353,30200146.0,Hc Cmv Immuen Screen,86644,88.0
4354,30200147.0,Hc Cocci Igm,86635,71.0
4355,30200148.0,Hc Cocci Igg,86635,71.0
4356,30200149.0,Hc Hiv-1 Western Blot,86689,120.0
4357,30200150.0,Hc Hla B27 Antigen *18,86812,28.06
4358,30200151.0,Hc Infectious Mono Screen,86308,33.0
4359,30200152.0,Hc Rpr,86592,27.0
4360,30200153.0,"Hc Rpr,quantitative",86593,27.0
4361,30200154.0,Hc Ss-a Antibody *18,86235,15.0
4362,30200155.0,Hc Ss-b Antibody *18,86235,15.0
4363,30200156.0,HC TOXOPLASMA DYE CSF *40,86777,170.0
4364,30200157.0,Hc Toxoplasma Igm *40,86778,175.0
4365,30200158.0,Hc Toxoplasma Igg Screen,86777,88.0
4366,30200159.0,Hc Anticentromere Titer,86039,69.0
4367,30200160.0,Hc Babesia Igg *89,86753,15.75
4368,30200161.0,Hc Babesia Igm *89,86753,15.75
4369,30200162.0,Hc Brucella Ab,86000,43.0
4370,30200163.0,Hc Brucella Ab Titer,86622,57.0
4371,30200164.0,Hc Tularemia Ab,86000,43.0
4372,30200165.0,Hc Tularemia Ab Titer,86668,79.0
4373,30200166.0,Hc Rocky Mt. Igg *18,86255,21.05
4374,30200167.0,Hc Rocky Mt Igm *18,86255,21.05
4375,30200168.0,Hc Typhus Fever Igg *18,86255,8.55
4376,30200169.0,Hc Typhus Fever Igm *18,86255,8.55
4377,30200170.0,Hc Ehrlichia Igg *18,86609,11.07
4378,30200171.0,Hc Ehrlichia Igm *18,86609,11.07
4379,30200172.0,Hc Mycoplasma Igg Ab *18,86738,14.4
4380,30200173.0,Hc Mycoplasma Igm Ab *18,86738,14.4
4381,30200174.0,Hc Q Fever Igg Phase 1 *18,86638,12.6
4382,30200175.0,Hc Q Fever Igg Phase 2 *18,86638,12.6
4383,30200176.0,Hc Q Fever Igm Phase 1 *18,86638,12.6
4384,30200177.0,Hc Q Fever Igm Phase 2 *18,86638,12.6
4385,30200178.0,Hc Toxoplasma Igm-baby *40,86778,175.0
4386,30200180.0,Hc Vdrl Csf,86592,27.0
4387,30200181.0,Hc Vdrl Quan Csf,86593,27.0
4388,30200182.0,Hc N/c Absidia Corymfra*106 State,86331,0.0
4389,30200183.0,Hc N/c Mucor Puss*106 State,86331,0.0
4390,30200184.0,Hc N/c Rhizopus*106 State,86331,0.0
4391,30200185.0,Hc N/c Rhizopus Arhizus*106 State,86331,0.0
4392,30200186.0,Hc Cocci Ab Cf-csf *25,86171,44.0
4393,30200187.0,Hc Unlisted Immno Procedure,86849,0.0
4394,30200188.0,Hc Unlisted Immuno-reference Lab,86849,0.0
4395,30200188.0,Hc Unlisted Immuno-reference Lab,86849,
4396,30200189.0,Hc Lyme Disease Ab *18,86618,10.44
4397,30200190.0,Hc Chlamydia Group Ab *18,86631,12.86
4398,30200191.0,Hc C.pneu Igg *89,86631,12.86
4399,30200192.0,Hc C.pneu Igm *89,86632,13.81
4400,30200193.0,Hc C.pneu Iga *89,86631,12.86
4401,30200194.0,Hc C.psitt Igg *89,86631,12.86
4402,30200195.0,Hc C.psitt Igm *89,86632,13.81
4403,30200196.0,Hc C.psitt Iga *89,86631,12.86
4404,30200197.0,Hc C.trach Igg *89,86631,12.86
4405,30200198.0,Hc C. Trach Igm *89,86632,13.81
4406,30200199.0,Hc C.trach Iga *89,86631,12.86
4407,30200200.0,Hc Anticentromere Ab,86038,75.0
4408,30200201.0,Hc N/c Paracocci Cfcsf *106 State,86171,0.0
4409,30200202.0,Hc N/c Paraccc Cfserum *106 State,86171,0.0
4410,30200203.0,Hc N/c Paracocci Idcsf *106 State,86331,0.0
4411,30200204.0,Hc Toxoplasma Dye *40,86777,170.0
4412,30200205.0,Hc Toxoplasma Igm-csf *40,86778,175.0
4413,30200206.0,Hc Anti-intrinsic Factor *18,86340,16.39
4414,30200207.0,Hc Anti-jo Ab *18,86235,15.0
4415,30200208.0,Hc Amoeba Ab *18,86723,13.48
4416,30200209.0,Hc Antibody To Scl-70 *18,86235,15.0
4417,30200210.0,Hc Anti-smooth Muscle *18,86255,13.11
4418,30200211.0,Hc Diptheria Ab *89,86648,96.3
4419,30200212.0,Hc H.pylori Igg Ab,86677,95.0
4420,30200213.0,Hc Herpes Immune Screen,86694,88.0
4421,30200214.0,Hc Htlv-1 Ab *18,86687,14.01
4422,30200215.0,Hc Measles Screen,86765,80.0
4423,30200216.0,Hc Meloidosis Igg Ab*18,86609,80.0
4424,30200217.0,Hc Meloidosis Igm Ab*18,86609,80.0
4425,30200218.0,Hc Mumps Immune Screen,86735,81.0
4426,30200219.0,Hc N/c Paragonimus Ab *106 State,86171,0.0
4427,30200220.0,Hc Parovirus Igg Ab *18,86747,16.34
4428,30200221.0,Hc Parovirus Igm Ab *18,86747,16.34
4429,30200222.0,Hc Paracocci Id *106 State N/c,86331,79.2
4430,30200223.0,Hc Tetanus Ab *89,86774,79.2
4431,30200224.0,Hc Pneumo Ab Serotype 3 *18,86609,14.01
4432,30200225.0,Hc Pneumo Ab Serotype8 *18,86609,14.01
4433,30200226.0,Hc Pneumo Ab Serotype 12 *18,86609,14.01
4434,30200227.0,Hc Pneumo Ab Serotype 14 *18,86609,14.01
4435,30200228.0,Hc Rubella Screen,86762,88.0
4436,30200229.0,Hc Cocci Ab-cf (serum) *25,86171,44.0
4437,30200232.0,Hc Hiv 1 (eia) *18,86701,20.0
4438,30200239.0,Hc Bart Henselae Igg *18,86611,11.07
4439,30200240.0,Hc Bart Henselae Igm *18,86611,11.07
4440,30200241.0,Hc Bart Quintana Igg *18,86611,11.07
4441,30200242.0,Hc Bart Quintana Igm *18,86611,11.07
4442,30200243.0,Hc Trep Pallidum,86780,82.0
4443,30200244.0,Hc Anti Smooth Muscle Ab Titer*18,86256,13.11
4444,30200245.0,Hc Antimitochondrial Ab Titer *18,86256,13.11
4445,30200246.0,Hc Anti Dsdna Titer *18,86256,13.11
4446,30200247.0,Hc Antiparietal Cell Ab Titer *18,86256,13.11
4447,30200248.0,Hc Cysticer Ab West Blot Srm*18,86682,40.0
4448,30200249.0,Hc Echinococcus Ab-serum*18,86682,35.0
4449,30200250.0,Hc Yeast Ab*18,86698,13.59
4450,30200251.0,Hc Mycelial Ab*18,86698,13.59
4451,30200252.0,Hc Histoplasma Immunodiff*18,86698,13.59
4452,30200253.0,Hc Measles Igm Ab*18,86765,43.0
4453,30200254.0,Hc Cytomegalovirus Igm Antibdy*18,86645,18.32
4454,30200255.0,Hc Mumps Igm Ab*18,86735,17.0
4455,30200256.0,Hc Varicella Igm Ab*18,86787,14.01
4456,30200257.0,Hc Rubella Igg Ab*18,86762,41.25
4457,30200258.0,Hc Rubella Igm Ab*18,86762,41.25
4458,30200259.0,Hc Mycoplasma/urea Plasma Cult *18,87109,16.73
4459,30200260.0,Hc Legionella Antibdy*18,86713,38.5
4460,30200261.0,Hc Cystic Ab Csf*89,86682,32.5
4461,30200262.0,Hc Cysticerus Ab Serum(elisa)*89,86682,26.3
4462,30200263.0,Hc Strongyloides Igg Antiboy*89,86682,35.0
4463,30200264.0,Hc Sporothrix Antibody*89,86671,63.75
4464,30200265.0,Hc Toxocara Antibody*89,86682,35.0
4465,30200266.0,Hc Trichinella Igg Ab-elisa*89,86784,48.25
4466,30200267.0,Hc Trypanosomi Cruzi Igg*89,86753,107.0
4467,30200268.0,Hc Trypanosomi Cruzi Igm*89,86753,107.0
4468,30200269.0,Hc Rubella Igg Antibody*18,86762,15.65
4469,30200270.0,Hc Rubella Igm Antibody*18,86762,15.65
4470,30200271.0,Hc Rocky Mtn Spotted Fevr Scr*18,86757,36.58
4471,30200272.0,Hc Rocky Mtn Spotted Fevr Igg*18,86757,25.5
4472,30200273.0,Hc Rocky Mtn Spotted Fevr Igm*18,86757,23.0
4473,30200274.0,Hc Typhus Fever Antibody Scrn*18,86757,47.0
4474,30200275.0,Hc Typhus Fever Igg*18,86757,21.05
4475,30200276.0,Hc Typhus Fever Igm*18,86757,21.05
4476,30200277.0,Hc Epstein-barr Virus Iga Ab*89,86665,44.0
4477,30200278.0,Hc West Nile Virus Igg Screen*18,86789,28.0
4478,30200279.0,Hc West Nile Virus Igm Screen*18,86788,28.0
4479,30200280.0,Hc West Nile Virus Igg Titer*18,86790,31.0
4480,30200281.0,Hc West Nile Virus Igm Titer*18,86790,31.0
4481,30200282.0,Hc Epstein-barr Vca-igg*18,86665,26.0
4482,30200283.0,Hc Epstein-barr Nuc Ag-igg*18,86664,23.0
4483,30200284.0,Hc Epstein-barr Vca-igm*18,86665,26.0
4484,30200285.0,Hc Epstein-barr Ea-d Igg Ab*18,86663,14.26
4485,30200286.0,Hc Aspergillius Ige*03,86606,32.0
4486,30200287.0,Hc Aspergillius Igg*03,86606,32.0
4487,30200288.0,Hc B. Hense Igg Titer*18,86611,11.07
4488,30200289.0,Hc B. Hense Igm Titer*18,86611,11.07
4489,30200290.0,Hc B. Quint Igg Titer*18,86611,11.07
4490,30200291.0,Hc B. Quint Igm Titer*18,86611,11.07
4491,30200292.0,Hc Q Fever Igg Phase 1 Titer*18,86638,12.6
4492,30200293.0,Hc Q Fever Igg Phase 2 Titer*18,86638,12.6
4493,30200294.0,Hc Q Fever Igm Phase 1 Titer*18,86638,12.6
4494,30200295.0,Hc Q Fever Igm Phase 2 Titer*18,86638,12.6
4495,30200296.0,Hc Typhus Fever Igg Titer*18,86757,21.05
4496,30200297.0,Hc Typhus Fever Igm Titer*18,86757,21.05
4497,30200298.0,"Hc Herpes Simplex, Type 1*89",86695,45.0
4498,30200299.0,"Hc Herpes Simplex, Type 2*89",86696,45.0
4499,30200300.0,Hc Antisterepotolysis Ab Titer*18,86060,7.94
4500,30200301.0,Hc Adenovirus*89,86603,9.1
4501,30200302.0,Hc Ca Encephalitis(igg Igm)*89,86651,9.33
4502,30200303.0,Hc Coxsackie Ab Panel*89,86658,9.03
4503,30200304.0,Hc Cmv Igg*89,86644,9.83
4504,30200305.0,Hc Cmv Igm*89,86645,11.87
4505,30200306.0,Hc East Equine Enceph Igg Igm*89,86652,9.33
4506,30200307.0,Hc Echovirus Ab Pn *89,86658,9.03
4507,30200308.0,Hc Hsv1 Igg*89,86695,9.33
4508,30200309.0,Hc Hsv2 Igg*89,86696,13.69
4509,30200310.0,Hc Hsv 1/2 Igm*89,86694,9.83
4510,30200311.0,Hc Influenza Ab*89,86710,9.59
4511,30200312.0,Hc Lymph Chorionmengit Iggigm*89,86727,9.1
4512,30200313.0,Hc Measles Igg Igm*89,86765,9.12
4513,30200314.0,Hc Mumps Igg Igm*89,86735,9.23
4514,30200315.0,Hc St Louis Enceph Igg Igm*89,86653,9.33
4515,30200316.0,Hc Varicella Zoster*89,86787,9.12
4516,30200317.0,Hc West Equine Enceph Iggigm*89,86654,9.33
4517,30200318.0,Hc Adenovirus*89,86603,9.36
4518,30200319.0,"Hc Ca Encephalitis(igg,igm)*89",86651,9.59
4519,30200320.0,"Hc Coxsackie A,b Panel*89",86658,9.28
4520,30200321.0,Hc Cmv Igg*89,86644,10.1
4521,30200322.0,Hc Cmv Igm*89,86645,12.25
4522,30200323.0,"Hc East Equine Enceph Igg,igm*89",86652,9.59
4523,30200324.0,Hc Echovirus Ab Pn*89,86658,9.48
4524,30200325.0,Hc Hsv1 Igg*89,86695,9.59
4525,30200326.0,Hc Hsv2 Igg*89,86696,14.07
4526,30200327.0,Hc Hsv 1/2 Acif*89,86694,5.86
4527,30200328.0,"Hc Influenza A,b*89",86710,9.86
4528,30200329.0,"Hc Lymph Chorionmengit Igg,igm*89",86727,9.36
4529,30200330.0,Hc Measles Igg Igm*89,86765,9.37
4530,30200331.0,"Hc Mumps Igg,igm*89",86735,9.47
4531,30200332.0,"Hc St Louis Enceph Igg,igm*89",86653,9.59
4532,30200333.0,Hc Varicella Zoster*89,86787,9.37
4533,30200334.0,Hc Polio Tissue Clt*89,87252,19.83
4534,30200335.0,Hc Polio Id*89,86382,35.16
4535,30200336.0,Hc Ebv Vca-igg*18,86665,14.0
4536,30200337.0,Hc Ebv Vca-igm*18,86665,14.0
4537,30200338.0,Hc Ebv Nuc Ag-igg*18,86664,14.0
4538,30200339.0,"Hc West Equine Enceph Igg,igm*89",86654,9.59
4539,30200340.0,Hc Aspergillus Flavus*18,86606,16.37
4540,30200341.0,Hc Aspergillus Fumigatus*18,86606,16.37
4541,30200342.0,Hc Aspergillus Niger*18,86606,16.37
4542,30200343.0,Hc Asto Ab Titer*18,86060,7.94
4543,30200344.0,Hc Herpes 1 Igg*89,86695,15.0
4544,30200345.0,Hc Herpes 2 Igg*89,86696,15.0
4545,30200346.0,Hc Lym Mito Pha *72,86353,106.66
4546,30200347.0,Hc Lym Mito Cona *72,86353,106.66
4547,30200348.0,Hc Lym Mito Pokeweed *72,86353,106.66
4548,30200349.0,Hc H. Influenza Type B Igg Ab*18,86684,17.23
4549,30200350.0,Hc Anti Ds Dna,86225,84.0
4550,30200351.0,Hc Varicella Immune Scr,86787,80.0
4551,30200352.0,Hc Rheumatoid Factor,86431,36.0
4552,30200353.0,Hc Rubella Immune Scr,86762,88.0
4553,30200354.0,Hc Mumps Immune Scr,86735,81.0
4554,30200355.0,Hc H. Pylori Igg Ab,86677,95.0
4555,30200356.0,Hc Measles Immune Scr,86765,80.0
4556,30200357.0,Hc Cmv Immune Scr,86644,88.0
4557,30200358.0,Hc Antinuclear Ab,86038,75.0
4558,30200359.0,Hc Anticardiolipin Scr,86147,156.0
4559,30200360.0,Hc Toxoplasma Igg Scrn,86777,88.0
4560,30200361.0,Hc B. Pertussis Igg-pt *89,86615,22.12
4561,30200362.0,Hc B. Pertussis Iga-pt *89,86615,22.12
4562,30200363.0,Hc B. Pertussis Igg-fha *89,86615,22.12
4563,30200364.0,Hc B. Pertussis Iga-fha *89,86615,22.12
4564,30200365.0,Hc Brucella Antibdy Panel Igg *18,86622,20.0
4565,30200366.0,Hc Brucella Antibdy Panel Igm *18,86622,20.0
4566,30200367.0,"Hc Pneumococcal Igg,serotype *89",86609,8.75
4567,30200368.0,Hc Herpes Simplex Igm Scrn *18,86694,15.65
4568,30200369.0,Hc Herpes Simplx Igm Titer *18,86694,15.65
4569,30200371.0,Hc Cysticerus Ab W Blot Serm *89,86682,65.3
4570,30200372.0,Hc N/c Schistomiasis *106,86318,0.0
4571,30200373.0,Hc B. Henselae Igg Screen *89,86611,11.07
4572,30200374.0,Hc B. Henselae Igm Screen *89,86611,11.07
4573,30200375.0,Hc B. Quintana Igg Screen *89,86611,11.07
4574,30200376.0,Hc B. Quintana Igm Screen *89,86611,11.07
4575,30200377.0,Hc B. Quintana Igm Titer *89,86611,11.07
4576,30200378.0,Hc B. Quintana Igg Titer *89,86611,11.07
4577,30200379.0,Hc B. Henselae Igm Titer *89,86611,11.07
4578,30200380.0,Hc B. Henselae Igg Titer *89,86611,11.07
4579,30200381.0,Hc Ehrlicha Ab Panel Igm *89,86666,11.07
4580,30200382.0,Hc Ehrlicha Ab Panel Igg *89,86666,11.07
4581,30200383.0,Hc Babesia Ab Panel Igg *89,86753,13.48
4582,30200384.0,Hc Babesia Ab Panel Igm *89,86753,13.48
4583,30200385.0,Hc Human Herpes Virus 6 *89,86790,24.5
4584,30200386.0,Hc Dengue Fever Ab Pnl *89,86790,24.5
4585,30200387.0,Hc Lyme Disease C6 Ab *18,86618,18.52
4586,30200388.0,Hc Coxsackie A Virus Ab Pnl *89,86658,8.5
4587,30200389.0,Hc Coxsacke B Virus Ab Pnl *89,86658,14.16
4588,30200390.0,Hc Influenza Total Ab Pnl *89,86710,14.74
4589,30200391.0,Hc Ebv Pcr Qualitative *89,87798,95.0
4590,30200392.0,Hc Hsv Pcr Types 1 & 2 *89,87529,45.0
4591,30200393.0,Hc Ebv Pcr Quantitative *89,87799,110.0
4592,30200394.0,Hc Cmv Pcr Qualitative *89,87496,95.0
4593,30200395.0,Hc Cmv Pcr Quantitative *89,87497,105.0
4594,30200399.0,Hc Enterovirus Rna Ql Pcr *89,87498,162.5
4595,30200400.0,Hc A. Fumigatus *18,86606,17.68
4596,30200401.0,Hc Micropoly Faeni *18,86331,17.67
4597,30200402.0,Hc Pigeon Serum *18,86609,15.14
4598,30200403.0,Hc T. Candidus *18,86609,15.14
4599,30200404.0,Hc T. Vulgaris *18,86609,15.14
4600,30200405.0,Hc S. Viridis *18,86609,15.14
4601,30200406.0,Hc C. Trach Igg (l2) *89,86631,6.55
4602,30200407.0,Hc C. Trach Iga (l2) *89,86631,6.55
4603,30200408.0,Hc C. Trach Igm (l2) *89,86632,7.02
4604,30200409.0,Hc C. Trach Igg (d-k) *89,86631,6.55
4605,30200410.0,Hc C. Trach Iga (d-k) *89,86631,6.55
4606,30200411.0,Hc C. Trach Igm (d-k) *89,86632,7.02
4607,30200412.0,Hc C. Psittaci Igg *89,86631,6.55
4608,30200413.0,Hc C. Psittaci Iga *89,86331,6.55
4609,30200414.0,Hc C. Psittaci Igm *89,86632,7.02
